country,year,age_group,sex,subcode,ucd,any_common,population
US,2018,0-4,M,K81,0,0,10112601
US,2018,10-14,F,K81,0,0,10223894
US,2018,10-14,M,K81,0,0,10663948
US,2018,15-19,F,K81,2,3,10314076
US,2018,15-19,M,K81,0,0,10762990
US,2018,20-24,F,K81,1,4,10652877
US,2018,20-24,M,K81,0,2,11172233
US,2018,25-29,F,K81,2,3,11535821
US,2018,25-29,M,K81,1,3,12011397
US,2018,30-34,F,K81,3,9,10945565
US,2018,30-34,M,K81,2,7,11186277
US,2018,35-39,F,K81,8,17,10767228
US,2018,35-39,M,K81,5,14,10781732
US,2018,40-44,F,K81,13,25,9901383
US,2018,40-44,M,K81,6,16,9781751
US,2018,45-49,F,K81,8,24,10466104
US,2018,45-49,M,K81,15,29,10249333
US,2018,5-9,F,K81,0,0,9888217
US,2018,5-9,M,K81,0,0,10324741
US,2018,50-54,F,K81,21,43,10593345
US,2018,50-54,M,K81,21,58,10262878
US,2018,55-59,F,K81,34,75,11257833
US,2018,55-59,M,K81,62,119,10658259
US,2018,60-64,F,K81,53,105,10585539
US,2018,60-64,M,K81,68,132,9717646
US,2018,65-69,F,K81,79,146,9041390
US,2018,65-69,M,K81,95,191,8022909
US,2018,70-74,F,K81,112,206,7180687
US,2018,70-74,M,K81,157,247,6200020
US,2018,75-79,F,K81,123,219,5115395
US,2018,75-79,M,K81,169,310,4134784
US,2018,80-84,F,K81,190,312,3536898
US,2018,80-84,M,K81,210,361,2584496
US,2018,85+,F,K81,634,958,4205508
US,2018,85+,M,K81,467,688,2332518
US,2019,0-4,F,K81,0,0,9570073
US,2019,0-4,M,K81,0,1,10001266
US,2019,10-14,F,K81,1,1,10190891
US,2019,10-14,M,K81,0,0,10629162
US,2019,15-19,F,K81,0,0,10313575
US,2019,15-19,M,K81,0,0,10752848
US,2019,20-24,F,K81,0,0,10577124
US,2019,20-24,M,K81,1,1,11066850
US,2019,25-29,F,K81,2,4,11518714
US,2019,25-29,M,K81,2,4,12020738
US,2019,30-34,F,K81,0,3,11093732
US,2019,30-34,M,K81,5,8,11370500
US,2019,35-39,F,K81,5,7,10861340
US,2019,35-39,M,K81,4,17,10892543
US,2019,40-44,F,K81,6,16,10014341
US,2019,40-44,M,K81,13,25,9906220
US,2019,45-49,F,K81,13,27,10307804
US,2019,45-49,M,K81,17,34,10082635
US,2019,5-9,F,K81,0,0,9886447
US,2019,5-9,M,K81,0,0,10335306
US,2019,50-54,F,K81,19,38,10387588
US,2019,50-54,M,K81,19,54,10082296
US,2019,55-59,F,K81,38,75,11232044
US,2019,55-59,M,K81,43,89,10639047
US,2019,60-64,F,K81,75,116,10708826
US,2019,60-64,M,K81,86,153,9851308
US,2019,65-69,F,K81,69,120,9252566
US,2019,65-69,M,K81,119,208,8191801
US,2019,70-74,F,K81,113,191,7527818
US,2019,70-74,M,K81,159,276,6499159
US,2019,75-79,F,K81,153,250,5333117
US,2019,75-79,M,K81,175,316,4317707
US,2019,80-84,F,K81,199,311,3636357
US,2019,80-84,M,K81,213,358,2678743
US,2019,85+,F,K81,597,946,4225260
US,2019,85+,M,K81,449,694,2374207
US,2020,0-4,F,K81,0,0,9440135
US,2020,0-4,M,K81,0,0,9861157
US,2020,10-14,F,K81,0,1,10159455
US,2020,10-14,M,K81,0,0,10594968
US,2020,15-19,F,K81,1,1,10266332
US,2020,15-19,M,K81,0,0,10694597
US,2020,20-24,F,K81,0,0,10561909
US,2020,20-24,M,K81,1,2,11032846
US,2020,25-29,F,K81,0,2,11356117
US,2020,25-29,M,K81,2,5,11875126
US,2020,30-34,F,K81,4,12,11269150
US,2020,30-34,M,K81,1,3,11569253
US,2020,35-39,F,K81,7,12,10890716
US,2020,35-39,M,K81,7,17,10937588
US,2020,40-44,F,K81,12,22,10199608
US,2020,40-44,M,K81,9,24,10108280
US,2020,45-49,F,K81,15,27,10097702
US,2020,45-49,M,K81,13,39,9872904
US,2020,5-9,F,K81,0,0,9890958
US,2020,5-9,M,K81,0,1,10346753
US,2020,50-54,F,K81,31,57,10343739
US,2020,50-54,M,K81,30,60,10051788
US,2020,55-59,F,K81,38,81,11091171
US,2020,55-59,M,K81,59,119,10511928
US,2020,60-64,F,K81,57,110,10823072
US,2020,60-64,M,K81,94,165,9977506
US,2020,65-69,F,K81,91,165,9483316
US,2020,65-69,M,K81,122,242,8390351
US,2020,70-74,F,K81,123,218,7882542
US,2020,70-74,M,K81,174,317,6793189
US,2020,75-79,F,K81,141,248,5513149
US,2020,75-79,M,K81,210,374,4473684
US,2020,80-84,F,K81,204,328,3715123
US,2020,80-84,M,K81,261,401,2749591
US,2020,85+,F,K81,578,937,4243727
US,2020,85+,M,K81,427,731,2414693
US,2021,0-4,F,K81,0,0,9213282
US,2021,0-4,M,K81,0,0,9638924
US,2021,10-14,F,K81,0,0,10468966
US,2021,10-14,M,K81,0,1,10998343
US,2021,15-19,F,K81,0,1,10550956
US,2021,15-19,M,K81,0,0,11032075
US,2021,20-24,F,K81,0,0,10563847
US,2021,20-24,M,K81,2,3,10986668
US,2021,25-29,F,K81,0,8,11022779
US,2021,25-29,M,K81,1,4,11386632
US,2021,30-34,F,K81,6,13,11436751
US,2021,30-34,M,K81,6,10,11681024
US,2021,35-39,F,K81,6,17,11042908
US,2021,35-39,M,K81,9,29,11271318
US,2021,40-44,F,K81,7,18,10515899
US,2021,40-44,M,K81,10,22,10597422
US,2021,45-49,F,K81,13,30,9910370
US,2021,45-49,M,K81,13,41,9880380
US,2021,5-9,F,K81,0,0,9924515
US,2021,5-9,M,K81,0,0,10385783
US,2021,50-54,F,K81,25,60,10471707
US,2021,50-54,M,K81,28,76,10436367
US,2021,55-59,F,K81,44,90,10938806
US,2021,55-59,M,K81,49,126,10630482
US,2021,60-64,F,K81,61,124,10897299
US,2021,60-64,M,K81,93,188,10323993
US,2021,65-69,F,K81,111,210,9637672
US,2021,65-69,M,K81,156,290,8736147
US,2021,70-74,F,K81,152,257,8147119
US,2021,70-74,M,K81,249,411,7103881
US,2021,75-79,F,K81,177,304,5434012
US,2021,75-79,M,K81,273,453,4461789
US,2021,80-84,F,K81,213,342,3613724
US,2021,80-84,M,K81,234,428,2688870
US,2021,85+,F,K81,586,947,3865451
US,2021,85+,M,K81,541,850,2203599
US,2022,0-4,F,K81,0,0,9149470
US,2022,0-4,M,K81,0,0,9561484
US,2022,10-14,F,K81,0,0,10338140
US,2022,10-14,M,K81,0,0,10858115
US,2022,15-19,F,K81,1,2,10695953
US,2022,15-19,M,K81,2,2,11201441
US,2022,20-24,F,K81,4,6,10656544
US,2022,20-24,M,K81,4,5,11090066
US,2022,25-29,F,K81,1,5,10953339
US,2022,25-29,M,K81,1,4,11299481
US,2022,30-34,F,K81,5,15,11618816
US,2022,30-34,M,K81,2,13,11852898
US,2022,35-39,F,K81,5,17,11104338
US,2022,35-39,M,K81,5,12,11337479
US,2022,40-44,F,K81,13,30,10726881
US,2022,40-44,M,K81,10,24,10827504
US,2022,45-49,F,K81,5,23,9874888
US,2022,45-49,M,K81,21,50,9826556
US,2022,5-9,F,K81,0,0,9924379
US,2022,5-9,M,K81,0,0,10384438
US,2022,50-54,F,K81,19,44,10467562
US,2022,50-54,M,K81,25,67,10418054
US,2022,55-59,F,K81,42,84,10690530
US,2022,55-59,M,K81,53,144,10387713
US,2022,60-64,F,K81,75,128,10921606
US,2022,60-64,M,K81,88,204,10344609
US,2022,65-69,F,K81,85,175,9845120
US,2022,65-69,M,K81,143,264,8934330
US,2022,70-74,F,K81,145,271,8159247
US,2022,70-74,M,K81,226,381,7066013
US,2022,75-79,F,K81,178,303,5934586
US,2022,75-79,M,K81,253,455,4911106
US,2022,80-84,F,K81,240,379,3753023
US,2022,80-84,M,K81,256,453,2797365
US,2022,85+,F,K81,605,979,3866967
US,2022,85+,M,K81,469,791,2237280
US,2023,0-4,F,K81,0,0,9113709
US,2023,0-4,M,K81,0,2,9518688
US,2023,10-14,F,K81,0,1,10220382
US,2023,10-14,M,K81,0,0,10723279
US,2023,15-19,F,K81,0,0,10848970
US,2023,15-19,M,K81,0,0,11379103
US,2023,20-24,F,K81,0,1,10793698
US,2023,20-24,M,K81,0,1,11249749
US,2023,25-29,F,K81,4,9,10974079
US,2023,25-29,M,K81,0,5,11304143
US,2023,30-34,F,K81,2,11,11761144
US,2023,30-34,M,K81,6,12,12009251
US,2023,35-39,F,K81,2,10,11232482
US,2023,35-39,M,K81,6,17,11465154
US,2023,40-44,F,K81,5,19,10948511
US,2023,40-44,M,K81,8,24,11066810
US,2023,45-49,F,K81,12,26,9974556
US,2023,45-49,M,K81,13,27,9932362
US,2023,5-9,F,K81,0,0,9912913
US,2023,5-9,M,K81,0,0,10371140
US,2023,50-54,F,K81,29,52,10407373
US,2023,50-54,M,K81,19,58,10331257
US,2023,55-59,F,K81,39,75,10466862
US,2023,55-59,M,K81,61,107,10188050
US,2023,60-64,F,K81,97,166,10932221
US,2023,60-64,M,K81,112,205,10353638
US,2023,65-69,F,K81,96,203,10042785
US,2023,65-69,M,K81,143,266,9138341
US,2023,70-74,F,K81,147,277,8331148
US,2023,70-74,M,K81,197,350,7204482
US,2023,75-79,F,K81,183,339,6221182
US,2023,75-79,M,K81,276,480,5158922
US,2023,80-84,F,K81,212,351,3983828
US,2023,80-84,M,K81,297,512,2991466
US,2023,85+,F,K81,611,991,3934293
US,2023,85+,M,K81,537,854,2320260
US,2024,0-4,F,K81,0,0,9098271
US,2024,0-4,M,K81,1,1,9501043
US,2024,10-14,F,K81,0,0,10200006
US,2024,10-14,M,K81,0,0,10701148
US,2024,15-19,F,K81,1,1,10914056
US,2024,15-19,M,K81,0,0,11461769
US,2024,20-24,F,K81,1,3,10970121
US,2024,20-24,M,K81,1,1,11451815
US,2024,25-29,F,K81,1,10,11069140
US,2024,25-29,M,K81,3,8,11390736
US,2024,30-34,F,K81,5,9,11866273
US,2024,30-34,M,K81,8,19,12127715
US,2024,35-39,F,K81,8,16,11467859
US,2024,35-39,M,K81,4,13,11702213
US,2024,40-44,F,K81,13,24,11115417
US,2024,40-44,M,K81,12,26,11253735
US,2024,45-49,F,K81,12,23,10164244
US,2024,45-49,M,K81,12,31,10129805
US,2024,5-9,F,K81,0,0,9878030
US,2024,5-9,M,K81,0,1,10319642
US,2024,50-54,F,K81,22,47,10293667
US,2024,50-54,M,K81,33,80,10192640
US,2024,55-59,F,K81,50,84,10307943
US,2024,55-59,M,K81,48,104,10051985
US,2024,60-64,F,K81,74,161,10938774
US,2024,60-64,M,K81,101,190,10363023
US,2024,65-69,F,K81,108,222,10191886
US,2024,65-69,M,K81,129,249,9297585
US,2024,70-74,F,K81,144,273,8553407
US,2024,70-74,M,K81,202,373,7402084
US,2024,75-79,F,K81,215,362,6557458
US,2024,75-79,M,K81,291,500,5435868
US,2024,80-84,F,K81,222,382,4165424
US,2024,80-84,M,K81,310,506,3141063
US,2024,85+,F,K81,599,986,4021130
US,2024,85+,M,K81,484,812,2414013
BR,2012,0-4,F,K82,1,1,7153216
BR,2012,0-4,M,K82,0,0,7492554
BR,2012,10-14,F,K82,0,0,8285050
BR,2012,10-14,M,K82,0,0,8541075
BR,2012,15-19,F,K82,0,0,8589660
BR,2012,15-19,M,K82,0,1,8639928
BR,2012,20-24,F,K82,1,1,8531695
BR,2012,20-24,M,K82,0,2,8441064
BR,2012,25-29,F,K82,3,3,8792496
BR,2012,25-29,M,K82,1,2,8575592
BR,2012,30-34,F,K82,3,3,8544808
BR,2012,30-34,M,K82,1,2,8199033
BR,2012,35-39,F,K82,5,8,7470921
BR,2012,35-39,M,K82,2,4,7099826
BR,2012,40-44,F,K82,4,6,6855954
BR,2012,40-44,M,K82,5,8,6421655
BR,2012,45-49,F,K82,6,19,6462955
BR,2012,45-49,M,K82,4,7,5948125
BR,2012,5-9,F,K82,0,0,7569606
BR,2012,5-9,M,K82,0,0,7921789
BR,2012,50-54,F,K82,10,16,5695367
BR,2012,50-54,M,K82,5,7,5184257
BR,2012,55-59,F,K82,12,19,4730221
BR,2012,55-59,M,K82,6,11,4250290
BR,2012,60-64,F,K82,19,26,3745698
BR,2012,60-64,M,K82,10,22,3312928
BR,2012,65-69,F,K82,15,34,2818255
BR,2012,65-69,M,K82,12,24,2425459
BR,2012,70-74,F,K82,19,33,2176358
BR,2012,70-74,M,K82,14,27,1760793
BR,2012,75-79,F,K82,26,38,1628848
BR,2012,75-79,M,K82,6,19,1200455
BR,2012,80-84,F,K82,30,48,1080514
BR,2012,80-84,M,K82,14,20,712708
BR,2012,85+,F,K82,33,55,895787
BR,2012,85+,M,K82,14,28,515680
BR,2013,0-4,F,K82,0,0,7121178
BR,2013,0-4,M,K82,0,2,7463884
BR,2013,10-14,F,K82,0,1,8138707
BR,2013,10-14,M,K82,0,0,8426065
BR,2013,15-19,F,K82,0,0,8561467
BR,2013,15-19,M,K82,3,3,8644694
BR,2013,20-24,F,K82,0,1,8488814
BR,2013,20-24,M,K82,0,0,8412732
BR,2013,25-29,F,K82,1,2,8724932
BR,2013,25-29,M,K82,4,5,8524675
BR,2013,30-34,F,K82,2,3,8648899
BR,2013,30-34,M,K82,2,4,8310811
BR,2013,35-39,F,K82,2,5,7660500
BR,2013,35-39,M,K82,3,3,7282908
BR,2013,40-44,F,K82,5,9,6928918
BR,2013,40-44,M,K82,4,6,6497525
BR,2013,45-49,F,K82,6,12,6540506
BR,2013,45-49,M,K82,4,7,6021673
BR,2013,5-9,F,K82,0,0,7454699
BR,2013,5-9,M,K82,0,0,7805624
BR,2013,50-54,F,K82,8,13,5850019
BR,2013,50-54,M,K82,2,5,5313955
BR,2013,55-59,F,K82,15,21,4896250
BR,2013,55-59,M,K82,14,25,4391704
BR,2013,60-64,F,K82,11,21,3903087
BR,2013,60-64,M,K82,9,19,3437752
BR,2013,65-69,F,K82,19,27,2951155
BR,2013,65-69,M,K82,17,30,2536782
BR,2013,70-74,F,K82,30,35,2228456
BR,2013,70-74,M,K82,11,23,1804579
BR,2013,75-79,F,K82,24,40,1687030
BR,2013,75-79,M,K82,17,25,1248516
BR,2013,80-84,F,K82,32,42,1112004
BR,2013,80-84,M,K82,15,25,732403
BR,2013,85+,F,K82,31,57,937332
BR,2013,85+,M,K82,21,31,536467
BR,2014,0-4,F,K82,0,0,7115554
BR,2014,0-4,M,K82,0,2,7461659
BR,2014,10-14,F,K82,0,0,7978298
BR,2014,10-14,M,K82,0,0,8293387
BR,2014,15-19,F,K82,0,0,8523697
BR,2014,15-19,M,K82,0,1,8643609
BR,2014,20-24,F,K82,3,5,8471662
BR,2014,20-24,M,K82,0,1,8409991
BR,2014,25-29,F,K82,3,4,8633807
BR,2014,25-29,M,K82,1,3,8450017
BR,2014,30-34,F,K82,1,3,8708662
BR,2014,30-34,M,K82,0,0,8384967
BR,2014,35-39,F,K82,4,7,7877867
BR,2014,35-39,M,K82,3,3,7491084
BR,2014,40-44,F,K82,4,8,7011991
BR,2014,40-44,M,K82,3,4,6583218
BR,2014,45-49,F,K82,10,16,6600591
BR,2014,45-49,M,K82,4,5,6083062
BR,2014,5-9,F,K82,0,0,7355032
BR,2014,5-9,M,K82,0,0,7702044
BR,2014,50-54,F,K82,13,19,5998567
BR,2014,50-54,M,K82,5,12,5439538
BR,2014,55-59,F,K82,16,21,5061785
BR,2014,55-59,M,K82,8,11,4532346
BR,2014,60-64,F,K82,19,26,4063093
BR,2014,60-64,M,K82,12,23,3565197
BR,2014,65-69,F,K82,19,28,3091959
BR,2014,65-69,M,K82,10,20,2652529
BR,2014,70-74,F,K82,12,23,2291556
BR,2014,70-74,M,K82,18,29,1857771
BR,2014,75-79,F,K82,16,29,1743986
BR,2014,75-79,M,K82,23,35,1295242
BR,2014,80-84,F,K82,19,32,1146515
BR,2014,80-84,M,K82,15,18,755472
BR,2014,85+,F,K82,28,48,978399
BR,2014,85+,M,K82,12,25,556977
BR,2015,0-4,F,K82,0,1,7164367
BR,2015,0-4,M,K82,0,1,7515065
BR,2015,10-14,F,K82,0,0,7821067
BR,2015,10-14,M,K82,0,0,8160183
BR,2015,15-19,F,K82,2,2,8463413
BR,2015,15-19,M,K82,0,1,8620023
BR,2015,20-24,F,K82,0,0,8465532
BR,2015,20-24,M,K82,0,1,8418677
BR,2015,25-29,F,K82,1,1,8530001
BR,2015,25-29,M,K82,1,2,8361597
BR,2015,30-34,F,K82,2,5,8725993
BR,2015,30-34,M,K82,3,6,8420722
BR,2015,35-39,F,K82,2,4,8100207
BR,2015,35-39,M,K82,1,1,7703994
BR,2015,40-44,F,K82,6,12,7111549
BR,2015,40-44,M,K82,1,3,6684388
BR,2015,45-49,F,K82,8,17,6651191
BR,2015,45-49,M,K82,1,3,6138395
BR,2015,5-9,F,K82,0,0,7249887
BR,2015,5-9,M,K82,0,0,7591156
BR,2015,50-54,F,K82,9,14,6135162
BR,2015,50-54,M,K82,3,9,5556950
BR,2015,55-59,F,K82,6,13,5225990
BR,2015,55-59,M,K82,10,14,4670515
BR,2015,60-64,F,K82,15,21,4225128
BR,2015,60-64,M,K82,7,12,3695467
BR,2015,65-69,F,K82,22,37,3235883
BR,2015,65-69,M,K82,11,18,2768071
BR,2015,70-74,F,K82,19,34,2370932
BR,2015,70-74,M,K82,19,30,1924382
BR,2015,75-79,F,K82,30,46,1797276
BR,2015,75-79,M,K82,15,18,1338548
BR,2015,80-84,F,K82,22,33,1184417
BR,2015,80-84,M,K82,12,18,782635
BR,2015,85+,F,K82,28,47,1018282
BR,2015,85+,M,K82,12,23,576597
BR,2016,0-4,F,K82,0,0,7176661
BR,2016,0-4,M,K82,1,1,7528358
BR,2016,10-14,F,K82,0,0,7692918
BR,2016,10-14,M,K82,0,0,8042608
BR,2016,15-19,F,K82,1,1,8368049
BR,2016,15-19,M,K82,0,1,8560703
BR,2016,20-24,F,K82,1,2,8455573
BR,2016,20-24,M,K82,0,1,8425652
BR,2016,25-29,F,K82,1,2,8432108
BR,2016,25-29,M,K82,1,1,8276979
BR,2016,30-34,F,K82,2,5,8708705
BR,2016,30-34,M,K82,1,3,8422136
BR,2016,35-39,F,K82,4,5,8298088
BR,2016,35-39,M,K82,1,2,7895670
BR,2016,40-44,F,K82,7,10,7235995
BR,2016,40-44,M,K82,3,7,6808566
BR,2016,45-49,F,K82,11,18,6703547
BR,2016,45-49,M,K82,4,9,6196500
BR,2016,5-9,F,K82,0,0,7159600
BR,2016,5-9,M,K82,0,0,7502714
BR,2016,50-54,F,K82,9,19,6252737
BR,2016,50-54,M,K82,5,10,5661175
BR,2016,55-59,F,K82,18,29,5389174
BR,2016,55-59,M,K82,9,18,4806321
BR,2016,60-64,F,K82,13,17,4387869
BR,2016,60-64,M,K82,20,28,3828330
BR,2016,65-69,F,K82,21,30,3381751
BR,2016,65-69,M,K82,16,23,2882026
BR,2016,70-74,F,K82,19,28,2468444
BR,2016,70-74,M,K82,15,25,2005387
BR,2016,75-79,F,K82,21,37,1845388
BR,2016,75-79,M,K82,15,23,1377290
BR,2016,80-84,F,K82,25,48,1226953
BR,2016,80-84,M,K82,9,19,814825
BR,2016,85+,F,K82,30,54,1057444
BR,2016,85+,M,K82,23,35,595681
BR,2017,0-4,F,K82,3,3,7148689
BR,2017,0-4,M,K82,1,2,7498483
BR,2017,10-14,F,K82,0,0,7561632
BR,2017,10-14,M,K82,0,0,7914826
BR,2017,15-19,F,K82,0,0,8241877
BR,2017,15-19,M,K82,0,0,8468595
BR,2017,20-24,F,K82,1,2,8428840
BR,2017,20-24,M,K82,0,0,8420617
BR,2017,25-29,F,K82,1,1,8352359
BR,2017,25-29,M,K82,1,2,8209257
BR,2017,30-34,F,K82,3,4,8663729
BR,2017,30-34,M,K82,2,4,8394253
BR,2017,35-39,F,K82,3,6,8450130
BR,2017,35-39,M,K82,4,4,8047502
BR,2017,40-44,F,K82,1,6,7389449
BR,2017,40-44,M,K82,2,4,6959431
BR,2017,45-49,F,K82,11,13,6766366
BR,2017,45-49,M,K82,1,6,6264462
BR,2017,5-9,F,K82,0,0,7117371
BR,2017,5-9,M,K82,1,1,7464194
BR,2017,50-54,F,K82,10,16,6348409
BR,2017,50-54,M,K82,2,7,5749790
BR,2017,55-59,F,K82,10,17,5549971
BR,2017,55-59,M,K82,5,9,4939435
BR,2017,60-64,F,K82,16,27,4550391
BR,2017,60-64,M,K82,10,14,3962951
BR,2017,65-69,F,K82,18,31,3530408
BR,2017,65-69,M,K82,16,28,2995964
BR,2017,70-74,F,K82,27,42,2581799
BR,2017,70-74,M,K82,13,25,2098178
BR,2017,75-79,F,K82,22,36,1890520
BR,2017,75-79,M,K82,17,29,1413441
BR,2017,80-84,F,K82,18,29,1274209
BR,2017,80-84,M,K82,12,29,851416
BR,2017,85+,F,K82,28,51,1097587
BR,2017,85+,M,K82,20,25,615026
BR,2018,0-4,F,K82,0,1,7143597
BR,2018,0-4,M,K82,0,1,7492920
BR,2018,10-14,F,K82,0,0,7447052
BR,2018,10-14,M,K82,0,0,7799222
BR,2018,15-19,F,K82,1,1,8091938
BR,2018,15-19,M,K82,0,0,8350778
BR,2018,20-24,F,K82,1,2,8384816
BR,2018,20-24,M,K82,0,1,8404960
BR,2018,25-29,F,K82,1,1,8295079
BR,2018,25-29,M,K82,2,2,8162951
BR,2018,30-34,F,K82,2,3,8588455
BR,2018,30-34,M,K82,2,2,8334848
BR,2018,35-39,F,K82,1,2,8550108
BR,2018,35-39,M,K82,2,6,8154840
BR,2018,40-44,F,K82,5,8,7576354
BR,2018,40-44,M,K82,4,5,7140283
BR,2018,45-49,F,K82,8,13,6839156
BR,2018,45-49,M,K82,2,3,6341828
BR,2018,5-9,F,K82,1,1,7084208
BR,2018,5-9,M,K82,0,0,7433861
BR,2018,50-54,F,K82,5,15,6426200
BR,2018,50-54,M,K82,9,11,5824734
BR,2018,55-59,F,K82,10,16,5703333
BR,2018,55-59,M,K82,12,15,5067999
BR,2018,60-64,F,K82,11,21,4712567
BR,2018,60-64,M,K82,7,14,4098554
BR,2018,65-69,F,K82,17,27,3681482
BR,2018,65-69,M,K82,12,19,3110989
BR,2018,70-74,F,K82,21,32,2707514
BR,2018,70-74,M,K82,20,32,2199247
BR,2018,75-79,F,K82,16,31,1938389
BR,2018,75-79,M,K82,19,35,1451821
BR,2018,80-84,F,K82,18,30,1323721
BR,2018,80-84,M,K82,14,27,890120
BR,2018,85+,F,K82,33,56,1139514
BR,2018,85+,M,K82,10,16,635600
BR,2019,0-4,F,K82,0,0,7111933
BR,2019,0-4,M,K82,1,1,7458700
BR,2019,10-14,F,K82,0,0,7348051
BR,2019,10-14,M,K82,0,0,7696334
BR,2019,15-19,F,K82,0,1,7936624
BR,2019,15-19,M,K82,0,0,8225283
BR,2019,20-24,F,K82,2,3,8347000
BR,2019,20-24,M,K82,0,0,8400832
BR,2019,25-29,F,K82,3,4,8272246
BR,2019,25-29,M,K82,2,2,8150148
BR,2019,30-34,F,K82,0,0,8493968
BR,2019,30-34,M,K82,0,1,8255517
BR,2019,35-39,F,K82,5,5,8608339
BR,2019,35-39,M,K82,2,3,8227095
BR,2019,40-44,F,K82,3,8,7792313
BR,2019,40-44,M,K82,2,6,7347141
BR,2019,45-49,F,K82,7,12,6922507
BR,2019,45-49,M,K82,4,11,6429381
BR,2019,5-9,F,K82,0,0,7077260
BR,2019,5-9,M,K82,0,0,7429405
BR,2019,50-54,F,K82,11,18,6487200
BR,2019,50-54,M,K82,9,12,5888136
BR,2019,55-59,F,K82,9,12,5850910
BR,2019,55-59,M,K82,11,19,5193015
BR,2019,60-64,F,K82,16,25,4874532
BR,2019,60-64,M,K82,16,28,4234251
BR,2019,65-69,F,K82,15,34,3834603
BR,2019,65-69,M,K82,8,23,3228543
BR,2019,70-74,F,K82,20,35,2840115
BR,2019,70-74,M,K82,20,33,2303522
BR,2019,75-79,F,K82,19,37,1996507
BR,2019,75-79,M,K82,16,33,1498484
BR,2019,80-84,F,K82,14,27,1371868
BR,2019,80-84,M,K82,18,29,927586
BR,2019,85+,F,K82,30,59,1182889
BR,2019,85+,M,K82,19,29,657861
BR,2020,0-4,F,K82,0,0,7004496
BR,2020,0-4,M,K82,0,0,7344834
BR,2020,10-14,F,K82,0,0,7243924
BR,2020,10-14,M,K82,0,0,7586218
BR,2020,15-19,F,K82,1,3,7788905
BR,2020,15-19,M,K82,0,0,8104148
BR,2020,20-24,F,K82,2,2,8306493
BR,2020,20-24,M,K82,0,0,8395653
BR,2020,25-29,F,K82,1,3,8277869
BR,2020,25-29,M,K82,0,0,8166249
BR,2020,30-34,F,K82,3,5,8396742
BR,2020,30-34,M,K82,1,3,8171638
BR,2020,35-39,F,K82,2,4,8628980
BR,2020,35-39,M,K82,1,2,8265086
BR,2020,40-44,F,K82,6,8,8014947
BR,2020,40-44,M,K82,3,4,7558885
BR,2020,45-49,F,K82,5,7,7021811
BR,2020,45-49,M,K82,2,3,6529986
BR,2020,5-9,F,K82,0,0,7126888
BR,2020,5-9,M,K82,0,0,7482351
BR,2020,50-54,F,K82,3,6,6537509
BR,2020,50-54,M,K82,3,7,5942314
BR,2020,55-59,F,K82,10,16,5984480
BR,2020,55-59,M,K82,1,10,5305040
BR,2020,60-64,F,K82,11,18,5031864
BR,2020,60-64,M,K82,8,16,4362080
BR,2020,65-69,F,K82,11,26,3985501
BR,2020,65-69,M,K82,10,26,3341603
BR,2020,70-74,F,K82,15,20,2971680
BR,2020,70-74,M,K82,14,29,2399939
BR,2020,75-79,F,K82,22,37,2066197
BR,2020,75-79,M,K82,9,23,1550880
BR,2020,80-84,F,K82,20,32,1413300
BR,2020,80-84,M,K82,12,24,957210
BR,2020,85+,F,K82,17,34,1222349
BR,2020,85+,M,K82,14,28,676840
BR,2021,0-4,F,K82,1,1,6884882
BR,2021,0-4,M,K82,1,2,7218022
BR,2021,10-14,F,K82,0,0,7154758
BR,2021,10-14,M,K82,0,0,7498838
BR,2021,15-19,F,K82,0,0,7667765
BR,2021,15-19,M,K82,0,0,7995489
BR,2021,20-24,F,K82,1,2,8234129
BR,2021,20-24,M,K82,0,1,8358863
BR,2021,25-29,F,K82,0,1,8285732
BR,2021,25-29,M,K82,2,2,8187192
BR,2021,30-34,F,K82,1,1,8308533
BR,2021,30-34,M,K82,1,4,8094262
BR,2021,35-39,F,K82,1,2,8614825
BR,2021,35-39,M,K82,3,7,8266906
BR,2021,40-44,F,K82,2,6,8210457
BR,2021,40-44,M,K82,4,7,7743738
BR,2021,45-49,F,K82,4,7,7140727
BR,2021,45-49,M,K82,1,2,6644267
BR,2021,5-9,F,K82,0,0,7141725
BR,2021,5-9,M,K82,0,0,7497165
BR,2021,50-54,F,K82,3,8,6582891
BR,2021,50-54,M,K82,7,10,5988829
BR,2021,55-59,F,K82,12,19,6090024
BR,2021,55-59,M,K82,7,15,5390506
BR,2021,60-64,F,K82,5,11,5178317
BR,2021,60-64,M,K82,7,20,4474584
BR,2021,65-69,F,K82,12,23,4125812
BR,2021,65-69,M,K82,6,18,3443378
BR,2021,70-74,F,K82,12,30,3095481
BR,2021,70-74,M,K82,11,21,2480412
BR,2021,75-79,F,K82,20,31,2143774
BR,2021,75-79,M,K82,12,24,1604453
BR,2021,80-84,F,K82,21,34,1441677
BR,2021,80-84,M,K82,13,22,974402
BR,2021,85+,F,K82,27,48,1251280
BR,2021,85+,M,K82,18,32,689547
BR,2022,0-4,F,K82,1,1,6748180
BR,2022,0-4,M,K82,0,1,7072657
BR,2022,10-14,F,K82,0,0,7113772
BR,2022,10-14,M,K82,0,0,7461557
BR,2022,15-19,F,K82,1,1,7535168
BR,2022,15-19,M,K82,0,0,7867241
BR,2022,20-24,F,K82,0,2,8119664
BR,2022,20-24,M,K82,0,0,8276952
BR,2022,25-29,F,K82,0,0,8274950
BR,2022,25-29,M,K82,1,1,8193145
