country,year,age_group,sex,subcode,ucd,any_common,population
BR,2022,30-34,F,K82,0,1,8239142
BR,2022,30-34,M,K82,2,2,8033827
BR,2022,35-39,F,K82,4,7,8574426
BR,2022,35-39,M,K82,4,6,8241075
BR,2022,40-44,F,K82,4,10,8361528
BR,2022,40-44,M,K82,3,8,7890594
BR,2022,45-49,F,K82,6,13,7289770
BR,2022,45-49,M,K82,0,3,6786555
BR,2022,5-9,F,K82,0,0,7117933
BR,2022,5-9,M,K82,0,0,7470215
BR,2022,50-54,F,K82,5,6,6640700
BR,2022,50-54,M,K82,4,8,6048475
BR,2022,55-59,F,K82,11,22,6176634
BR,2022,55-59,M,K82,3,12,5464324
BR,2022,60-64,F,K82,15,28,5325745
BR,2022,60-64,M,K82,16,24,4588721
BR,2022,65-69,F,K82,17,35,4268636
BR,2022,65-69,M,K82,15,32,3552696
BR,2022,70-74,F,K82,22,35,3221066
BR,2022,70-74,M,K82,16,27,2563397
BR,2022,75-79,F,K82,17,31,2234649
BR,2022,75-79,M,K82,13,29,1669303
BR,2022,80-84,F,K82,17,35,1466341
BR,2022,80-84,M,K82,12,23,989957
BR,2022,85+,F,K82,29,52,1279565
BR,2022,85+,M,K82,15,25,704423
BR,2023,0-4,F,K82,1,1,6553590
BR,2023,0-4,M,K82,0,0,6867652
BR,2023,10-14,F,K82,1,2,7082501
BR,2023,10-14,M,K82,0,0,7433007
BR,2023,15-19,F,K82,1,1,7418395
BR,2023,15-19,M,K82,0,1,7751015
BR,2023,20-24,F,K82,1,1,7974090
BR,2023,20-24,M,K82,1,1,8164085
BR,2023,25-29,F,K82,1,2,8248194
BR,2023,25-29,M,K82,3,3,8190619
BR,2023,30-34,F,K82,3,5,8196216
BR,2023,30-34,M,K82,0,0,7999287
BR,2023,35-39,F,K82,4,9,8508424
BR,2023,35-39,M,K82,1,1,8189931
BR,2023,40-44,F,K82,9,11,8465433
BR,2023,40-44,M,K82,3,6,8000280
BR,2023,45-49,F,K82,6,14,7477692
BR,2023,45-49,M,K82,4,6,6966824
BR,2023,5-9,F,K82,0,0,7119716
BR,2023,5-9,M,K82,0,0,7470029
BR,2023,50-54,F,K82,8,12,6714889
BR,2023,50-54,M,K82,7,16,6127370
BR,2023,55-59,F,K82,10,24,6255579
BR,2023,55-59,M,K82,5,12,5538849
BR,2023,60-64,F,K82,12,30,5476616
BR,2023,60-64,M,K82,11,25,4712064
BR,2023,65-69,F,K82,17,36,4424233
BR,2023,65-69,M,K82,15,24,3678399
BR,2023,70-74,F,K82,22,38,3358242
BR,2023,70-74,M,K82,18,39,2662432
BR,2023,75-79,F,K82,18,37,2344518
BR,2023,75-79,M,K82,15,24,1752057
BR,2023,80-84,F,K82,21,33,1501717
BR,2023,80-84,M,K82,18,32,1016004
BR,2023,85+,F,K82,31,45,1323560
BR,2023,85+,M,K82,17,35,731649
BR,2024,0-4,F,K82,0,0,6356612
BR,2024,0-4,M,K82,0,1,6661380
BR,2024,10-14,F,K82,0,0,7076552
BR,2024,10-14,M,K82,0,0,7429136
BR,2024,15-19,F,K82,0,0,7320566
BR,2024,15-19,M,K82,0,1,7651069
BR,2024,20-24,F,K82,0,3,7821129
BR,2024,20-24,M,K82,1,2,8044783
BR,2024,25-29,F,K82,1,2,8219079
BR,2024,25-29,M,K82,1,2,8193616
BR,2024,30-34,F,K82,1,3,8181015
BR,2024,30-34,M,K82,1,5,7992515
BR,2024,35-39,F,K82,3,6,8419411
BR,2024,35-39,M,K82,1,1,8115656
BR,2024,40-44,F,K82,4,9,8525842
BR,2024,40-44,M,K82,1,4,8073611
BR,2024,45-49,F,K82,2,8,7693627
BR,2024,45-49,M,K82,7,13,7171760
BR,2024,5-9,F,K82,0,0,7092027
BR,2024,5-9,M,K82,0,0,7439000
BR,2024,50-54,F,K82,4,15,6798626
BR,2024,50-54,M,K82,6,11,6215140
BR,2024,55-59,F,K82,7,15,6318206
BR,2024,55-59,M,K82,9,20,5603775
BR,2024,60-64,F,K82,9,26,5622638
BR,2024,60-64,M,K82,7,25,4833395
BR,2024,65-69,F,K82,18,27,4582309
BR,2024,65-69,M,K82,16,36,3806961
BR,2024,70-74,F,K82,18,34,3500843
BR,2024,70-74,M,K82,17,34,2768674
BR,2024,75-79,F,K82,24,40,2463099
BR,2024,75-79,M,K82,19,39,1840490
BR,2024,80-84,F,K82,19,32,1550505
BR,2024,80-84,M,K82,11,22,1053425
BR,2024,85+,F,K82,20,44,1379378
BR,2024,85+,M,K82,16,29,767900
US,2012,0-4,F,K82,0,0,9774041
US,2012,0-4,M,K82,0,0,10206895
US,2012,10-14,F,K82,0,0,10111589
US,2012,10-14,M,K82,0,0,10562254
US,2012,15-19,F,K82,0,1,10411033
US,2012,15-19,M,K82,0,0,10962987
US,2012,20-24,F,K82,0,3,11048703
US,2012,20-24,M,K82,3,3,11547696
US,2012,25-29,F,K82,2,3,10567537
US,2012,25-29,M,K82,1,4,10825742
US,2012,30-34,F,K82,0,1,10430149
US,2012,30-34,M,K82,1,3,10480606
US,2012,35-39,F,K82,0,2,9785513
US,2012,35-39,M,K82,1,4,9704768
US,2012,40-44,F,K82,0,4,10572858
US,2012,40-44,M,K82,2,7,10448571
US,2012,45-49,F,K82,2,10,10964652
US,2012,45-49,M,K82,3,9,10719658
US,2012,5-9,F,K82,0,0,10018115
US,2012,5-9,M,K82,0,0,10454564
US,2012,50-54,F,K82,5,18,11498699
US,2012,50-54,M,K82,6,18,11072956
US,2012,55-59,F,K82,5,16,10702819
US,2012,55-59,M,K82,14,32,10063422
US,2012,60-64,F,K82,11,31,9278588
US,2012,60-64,M,K82,11,29,8531036
US,2012,65-69,F,K82,8,31,7372870
US,2012,65-69,M,K82,9,32,6607248
US,2012,70-74,F,K82,13,37,5414881
US,2012,70-74,M,K82,6,41,4598264
US,2012,75-79,F,K82,9,29,4200910
US,2012,75-79,M,K82,18,54,3293616
US,2012,80-84,F,K82,21,60,3425248
US,2012,80-84,M,K82,18,49,2354010
US,2012,85+,F,K82,59,146,3902430
US,2012,85+,M,K82,24,77,1962734
US,2013,0-4,F,K82,0,0,9710523
US,2013,0-4,M,K82,0,1,10144661
US,2013,10-14,F,K82,0,0,10109744
US,2013,10-14,M,K82,0,0,10547243
US,2013,15-19,F,K82,0,2,10332561
US,2013,15-19,M,K82,0,0,10850915
US,2013,20-24,F,K82,0,0,11139145
US,2013,20-24,M,K82,1,2,11687700
US,2013,25-29,F,K82,2,2,10642006
US,2013,25-29,M,K82,0,1,10940347
US,2013,30-34,F,K82,2,4,10603284
US,2013,30-34,M,K82,0,1,10668769
US,2013,35-39,F,K82,1,1,9832348
US,2013,35-39,M,K82,1,2,9772347
US,2013,40-44,F,K82,0,2,10493518
US,2013,40-44,M,K82,0,6,10347955
US,2013,45-49,F,K82,2,5,10711713
US,2013,45-49,M,K82,4,9,10491199
US,2013,5-9,F,K82,0,0,10068928
US,2013,5-9,M,K82,0,0,10506663
US,2013,50-54,F,K82,1,14,11485360
US,2013,50-54,M,K82,3,10,11060993
US,2013,55-59,F,K82,2,14,10904047
US,2013,55-59,M,K82,10,28,10268546
US,2013,60-64,F,K82,7,25,9444556
US,2013,60-64,M,K82,6,26,8662539
US,2013,65-69,F,K82,10,33,7690162
US,2013,65-69,M,K82,15,42,6901813
US,2013,70-74,F,K82,6,34,5723763
US,2013,70-74,M,K82,14,37,4878749
US,2013,75-79,F,K82,25,46,4291752
US,2013,75-79,M,K82,12,37,3390044
US,2013,80-84,F,K82,17,49,3397838
US,2013,80-84,M,K82,30,60,2364502
US,2013,85+,F,K82,49,123,3964645
US,2013,85+,M,K82,37,72,2029069
US,2014,0-4,F,K82,0,0,9715944
US,2014,0-4,M,K82,0,2,10162862
US,2014,10-14,F,K82,0,0,10122728
US,2014,10-14,M,K82,0,0,10551032
US,2014,15-19,F,K82,1,1,10282180
US,2014,15-19,M,K82,1,1,10778182
US,2014,20-24,F,K82,0,1,11157116
US,2014,20-24,M,K82,1,1,11734876
US,2014,25-29,F,K82,0,0,10814504
US,2014,25-29,M,K82,0,0,11154019
US,2014,30-34,F,K82,2,2,10711000
US,2014,30-34,M,K82,0,0,10796288
US,2014,35-39,F,K82,1,1,9959734
US,2014,35-39,M,K82,1,3,9913940
US,2014,40-44,F,K82,3,9,10342116
US,2014,40-44,M,K82,2,4,10187508
US,2014,45-49,F,K82,6,12,10509217
US,2014,45-49,M,K82,7,17,10310760
US,2014,5-9,F,K82,0,0,10046117
US,2014,5-9,M,K82,0,0,10480153
US,2014,50-54,F,K82,7,24,11464466
US,2014,50-54,M,K82,5,18,11045022
US,2014,55-59,F,K82,4,17,11042238
US,2014,55-59,M,K82,7,25,10416082
US,2014,60-64,F,K82,6,24,9672090
US,2014,60-64,M,K82,11,28,8855150
US,2014,65-69,F,K82,12,40,8062323
US,2014,65-69,M,K82,11,36,7234673
US,2014,70-74,F,K82,15,45,5967007
US,2014,70-74,M,K82,18,42,5091435
US,2014,75-79,F,K82,10,37,4408952
US,2014,75-79,M,K82,15,58,3507421
US,2014,80-84,F,K82,24,50,3379011
US,2014,80-84,M,K82,23,63,2376937
US,2014,85+,F,K82,49,132,4033776
US,2014,85+,M,K82,26,84,2099470
US,2015,0-4,F,K82,0,0,9734572
US,2015,0-4,M,K82,0,1,10190134
US,2015,10-14,F,K82,0,0,10097361
US,2015,10-14,M,K82,0,0,10517252
US,2015,15-19,F,K82,1,1,10303239
US,2015,15-19,M,K82,0,0,10787033
US,2015,20-24,F,K82,1,3,11043025
US,2015,20-24,M,K82,0,0,11646473
US,2015,25-29,F,K82,1,3,11029349
US,2015,25-29,M,K82,0,1,11402007
US,2015,30-34,F,K82,1,2,10765946
US,2015,30-34,M,K82,0,1,10875937
US,2015,35-39,F,K82,2,4,10166224
US,2015,35-39,M,K82,0,1,10142245
US,2015,40-44,F,K82,2,5,10142266
US,2015,40-44,M,K82,2,4,9989891
US,2015,45-49,F,K82,0,1,10473254
US,2015,45-49,M,K82,2,6,10288356
US,2015,5-9,F,K82,0,0,10029953
US,2015,5-9,M,K82,0,0,10460866
US,2015,50-54,F,K82,9,18,11329624
US,2015,50-54,M,K82,2,10,10921871
US,2015,55-59,F,K82,8,23,11173781
US,2015,55-59,M,K82,3,24,10559735
US,2015,60-64,F,K82,11,34,9926854
US,2015,60-64,M,K82,12,45,9085876
US,2015,65-69,F,K82,4,33,8454324
US,2015,65-69,M,K82,15,44,7576768
US,2015,70-74,F,K82,15,43,6175400
US,2015,70-74,M,K82,18,50,5281726
US,2015,75-79,F,K82,13,48,4507381
US,2015,75-79,M,K82,18,41,3603446
US,2015,80-84,F,K82,20,48,3386269
US,2015,80-84,M,K82,14,35,2407460
US,2015,85+,F,K82,47,117,4093329
US,2015,85+,M,K82,37,87,2169767
US,2016,0-4,F,K82,0,1,9742528
US,2016,0-4,M,K82,0,2,10194209
US,2016,10-14,F,K82,0,0,10104766
US,2016,10-14,M,K82,0,0,10529234
US,2016,15-19,F,K82,0,0,10335334
US,2016,15-19,M,K82,0,0,10804809
US,2016,20-24,F,K82,0,0,10880883
US,2016,20-24,M,K82,1,2,11486770
US,2016,25-29,F,K82,1,2,11271329
US,2016,25-29,M,K82,2,2,11668343
US,2016,30-34,F,K82,0,2,10837503
US,2016,30-34,M,K82,0,1,10997952
US,2016,35-39,F,K82,3,5,10399494
US,2016,35-39,M,K82,1,2,10385679
US,2016,40-44,F,K82,3,5,9910118
US,2016,40-44,M,K82,1,6,9768609
US,2016,45-49,F,K82,5,11,10550885
US,2016,45-49,M,K82,4,11,10356168
US,2016,5-9,F,K82,0,0,10008005
US,2016,5-9,M,K82,0,0,10442552
US,2016,50-54,F,K82,6,14,11087512
US,2016,50-54,M,K82,3,10,10708723
US,2016,55-59,F,K82,9,23,11276769
US,2016,55-59,M,K82,10,23,10663988
US,2016,60-64,F,K82,10,20,10153415
US,2016,60-64,M,K82,13,30,9297699
US,2016,65-69,F,K82,6,31,8874413
US,2016,65-69,M,K82,17,50,7927580
US,2016,70-74,F,K82,14,42,6347009
US,2016,70-74,M,K82,12,35,5444125
US,2016,75-79,F,K82,14,41,4642235
US,2016,75-79,M,K82,8,41,3721492
US,2016,80-84,F,K82,16,49,3415481
US,2016,80-84,M,K82,22,58,2453136
US,2016,85+,F,K82,54,115,4148383
US,2016,85+,M,K82,28,68,2234625
US,2017,0-4,F,K82,0,0,9721892
US,2017,0-4,M,K82,0,1,10173124
US,2017,10-14,F,K82,0,0,10174304
US,2017,10-14,M,K82,0,0,10609152
US,2017,15-19,F,K82,0,0,10322453
US,2017,15-19,M,K82,0,1,10783133
US,2017,20-24,F,K82,3,3,10747498
US,2017,20-24,M,K82,0,1,11314113
US,2017,25-29,F,K82,1,2,11463708
US,2017,25-29,M,K82,0,0,11897087
US,2017,30-34,F,K82,1,2,10877130
US,2017,30-34,M,K82,1,2,11081933
US,2017,35-39,F,K82,2,6,10594335
US,2017,35-39,M,K82,0,4,10596983
US,2017,40-44,F,K82,1,7,9857600
US,2017,40-44,M,K82,0,2,9718987
US,2017,45-49,F,K82,1,1,10547318
US,2017,45-49,M,K82,4,9,10349982
US,2017,5-9,F,K82,0,0,9948106
US,2017,5-9,M,K82,0,0,10382200
US,2017,50-54,F,K82,2,13,10844299
US,2017,50-54,M,K82,6,20,10485450
US,2017,55-59,F,K82,4,15,11274831
US,2017,55-59,M,K82,8,24,10670828
US,2017,60-64,F,K82,7,30,10398926
US,2017,60-64,M,K82,6,19,9529117
US,2017,65-69,F,K82,14,34,8884407
US,2017,65-69,M,K82,10,34,7909189
US,2017,70-74,F,K82,12,42,6881542
US,2017,70-74,M,K82,16,46,5931096
US,2017,75-79,F,K82,16,46,4833186
US,2017,75-79,M,K82,18,50,3889506
US,2017,80-84,F,K82,12,40,3455501
US,2017,80-84,M,K82,16,43,2504286
US,2017,85+,F,K82,55,111,4181647
US,2017,85+,M,K82,18,68,2287279
US,2018,0-4,F,K82,0,0,9665926
US,2018,0-4,M,K82,1,1,10112601
US,2018,10-14,F,K82,0,0,10223894
US,2018,10-14,M,K82,1,1,10663948
US,2018,15-19,F,K82,0,0,10314076
US,2018,15-19,M,K82,0,0,10762990
US,2018,20-24,F,K82,1,3,10652877
US,2018,20-24,M,K82,0,0,11172233
US,2018,25-29,F,K82,0,1,11535821
US,2018,25-29,M,K82,1,2,12011397
US,2018,30-34,F,K82,1,4,10945565
US,2018,30-34,M,K82,0,1,11186277
US,2018,35-39,F,K82,1,8,10767228
US,2018,35-39,M,K82,0,3,10781732
US,2018,40-44,F,K82,2,9,9901383
US,2018,40-44,M,K82,3,8,9781751
US,2018,45-49,F,K82,6,10,10466104
US,2018,45-49,M,K82,6,12,10249333
US,2018,5-9,F,K82,0,0,9888217
US,2018,5-9,M,K82,0,0,10324741
US,2018,50-54,F,K82,6,17,10593345
US,2018,50-54,M,K82,4,21,10262878
US,2018,55-59,F,K82,7,21,11257833
US,2018,55-59,M,K82,4,23,10658259
US,2018,60-64,F,K82,7,28,10585539
US,2018,60-64,M,K82,10,35,9717646
US,2018,65-69,F,K82,11,38,9041390
US,2018,65-69,M,K82,9,31,8022909
US,2018,70-74,F,K82,14,40,7180687
US,2018,70-74,M,K82,7,41,6200020
US,2018,75-79,F,K82,13,41,5115395
US,2018,75-79,M,K82,21,48,4134784
US,2018,80-84,F,K82,11,45,3536898
US,2018,80-84,M,K82,17,50,2584496
US,2018,85+,F,K82,55,142,4205508
US,2018,85+,M,K82,28,69,2332518
US,2019,0-4,F,K82,0,0,9570073
US,2019,0-4,M,K82,0,0,10001266
US,2019,10-14,F,K82,0,0,10190891
US,2019,10-14,M,K82,0,0,10629162
US,2019,15-19,F,K82,0,0,10313575
US,2019,15-19,M,K82,0,1,10752848
US,2019,20-24,F,K82,0,1,10577124
US,2019,20-24,M,K82,0,0,11066850
US,2019,25-29,F,K82,1,1,11518714
US,2019,25-29,M,K82,0,5,12020738
US,2019,30-34,F,K82,0,1,11093732
US,2019,30-34,M,K82,0,2,11370500
US,2019,35-39,F,K82,2,7,10861340
US,2019,35-39,M,K82,0,4,10892543
US,2019,40-44,F,K82,5,12,10014341
US,2019,40-44,M,K82,1,5,9906220
US,2019,45-49,F,K82,2,12,10307804
US,2019,45-49,M,K82,4,11,10082635
US,2019,5-9,F,K82,0,0,9886447
US,2019,5-9,M,K82,0,0,10335306
US,2019,50-54,F,K82,2,14,10387588
US,2019,50-54,M,K82,3,14,10082296
US,2019,55-59,F,K82,8,20,11232044
US,2019,55-59,M,K82,4,28,10639047
US,2019,60-64,F,K82,4,20,10708826
US,2019,60-64,M,K82,11,28,9851308
US,2019,65-69,F,K82,11,38,9252566
US,2019,65-69,M,K82,9,40,8191801
US,2019,70-74,F,K82,15,46,7527818
US,2019,70-74,M,K82,10,53,6499159
US,2019,75-79,F,K82,11,41,5333117
US,2019,75-79,M,K82,15,57,4317707
US,2019,80-84,F,K82,10,59,3636357
US,2019,80-84,M,K82,12,55,2678743
US,2019,85+,F,K82,37,128,4225260
US,2019,85+,M,K82,29,81,2374207
US,2020,0-4,F,K82,0,0,9440135
US,2020,0-4,M,K82,0,1,9861157
US,2020,10-14,F,K82,0,0,10159455
US,2020,10-14,M,K82,0,1,10594968
US,2020,15-19,F,K82,0,0,10266332
US,2020,15-19,M,K82,0,0,10694597
US,2020,20-24,F,K82,0,1,10561909
US,2020,20-24,M,K82,0,0,11032846
US,2020,25-29,F,K82,1,5,11356117
US,2020,25-29,M,K82,0,1,11875126
US,2020,30-34,F,K82,0,0,11269150
US,2020,30-34,M,K82,0,2,11569253
US,2020,35-39,F,K82,2,5,10890716
US,2020,35-39,M,K82,1,7,10937588
US,2020,40-44,F,K82,2,3,10199608
US,2020,40-44,M,K82,0,2,10108280
US,2020,45-49,F,K82,1,8,10097702
US,2020,45-49,M,K82,1,8,9872904
US,2020,5-9,F,K82,0,0,9890958
US,2020,5-9,M,K82,0,0,10346753
US,2020,50-54,F,K82,3,18,10343739
US,2020,50-54,M,K82,5,22,10051788
US,2020,55-59,F,K82,5,29,11091171
US,2020,55-59,M,K82,11,26,10511928
US,2020,60-64,F,K82,9,38,10823072
US,2020,60-64,M,K82,7,28,9977506
US,2020,65-69,F,K82,7,33,9483316
US,2020,65-69,M,K82,10,44,8390351
US,2020,70-74,F,K82,8,41,7882542
US,2020,70-74,M,K82,14,61,6793189
US,2020,75-79,F,K82,10,46,5513149
US,2020,75-79,M,K82,21,55,4473684
US,2020,80-84,F,K82,14,61,3715123
US,2020,80-84,M,K82,15,55,2749591
US,2020,85+,F,K82,51,159,4243727
US,2020,85+,M,K82,23,90,2414693
US,2021,0-4,F,K82,0,1,9213282
US,2021,0-4,M,K82,0,0,9638924
US,2021,10-14,F,K82,0,0,10468966
US,2021,10-14,M,K82,0,0,10998343
US,2021,15-19,F,K82,0,0,10550956
US,2021,15-19,M,K82,0,0,11032075
US,2021,20-24,F,K82,0,1,10563847
US,2021,20-24,M,K82,0,1,10986668
US,2021,25-29,F,K82,0,0,11022779
US,2021,25-29,M,K82,0,1,11386632
US,2021,30-34,F,K82,0,7,11436751
US,2021,30-34,M,K82,1,1,11681024
US,2021,35-39,F,K82,1,3,11042908
US,2021,35-39,M,K82,2,4,11271318
US,2021,40-44,F,K82,1,7,10515899
US,2021,40-44,M,K82,2,3,10597422
US,2021,45-49,F,K82,0,7,9910370
US,2021,45-49,M,K82,7,13,9880380
US,2021,5-9,F,K82,0,0,9924515
US,2021,5-9,M,K82,0,0,10385783
US,2021,50-54,F,K82,3,11,10471707
US,2021,50-54,M,K82,3,10,10436367
US,2021,55-59,F,K82,4,25,10938806
US,2021,55-59,M,K82,4,25,10630482
US,2021,60-64,F,K82,5,31,10897299
US,2021,60-64,M,K82,14,34,10323993
US,2021,65-69,F,K82,12,45,9637672
US,2021,65-69,M,K82,17,54,8736147
US,2021,70-74,F,K82,14,62,8147119
US,2021,70-74,M,K82,24,69,7103881
US,2021,75-79,F,K82,16,58,5434012
US,2021,75-79,M,K82,19,75,4461789
US,2021,80-84,F,K82,19,68,3613724
US,2021,80-84,M,K82,21,67,2688870
US,2021,85+,F,K82,37,122,3865451
US,2021,85+,M,K82,27,92,2203599
US,2022,0-4,F,K82,0,1,9149470
US,2022,0-4,M,K82,0,0,9561484
US,2022,10-14,F,K82,0,0,10338140
US,2022,10-14,M,K82,1,1,10858115
US,2022,15-19,F,K82,0,0,10695953
US,2022,15-19,M,K82,0,0,11201441
US,2022,20-24,F,K82,1,3,10656544
US,2022,20-24,M,K82,1,1,11090066
US,2022,25-29,F,K82,0,1,10953339
US,2022,25-29,M,K82,0,2,11299481
US,2022,30-34,F,K82,0,2,11618816
US,2022,30-34,M,K82,1,4,11852898
US,2022,35-39,F,K82,0,5,11104338
US,2022,35-39,M,K82,2,11,11337479
US,2022,40-44,F,K82,2,5,10726881
US,2022,40-44,M,K82,2,8,10827504
US,2022,45-49,F,K82,2,12,9874888
US,2022,45-49,M,K82,2,8,9826556
US,2022,5-9,F,K82,0,0,9924379
US,2022,5-9,M,K82,0,0,10384438
US,2022,50-54,F,K82,5,21,10467562
US,2022,50-54,M,K82,5,23,10418054
US,2022,55-59,F,K82,5,29,10690530
US,2022,55-59,M,K82,10,28,10387713
US,2022,60-64,F,K82,10,39,10921606
US,2022,60-64,M,K82,8,33,10344609
US,2022,65-69,F,K82,10,55,9845120
US,2022,65-69,M,K82,11,44,8934330
US,2022,70-74,F,K82,18,53,8159247
US,2022,70-74,M,K82,17,72,7066013
US,2022,75-79,F,K82,15,64,5934586
US,2022,75-79,M,K82,26,82,4911106
US,2022,80-84,F,K82,22,63,3753023
US,2022,80-84,M,K82,21,71,2797365
US,2022,85+,F,K82,44,125,3866967
US,2022,85+,M,K82,32,88,2237280
US,2023,0-4,F,K82,0,0,9113709
US,2023,0-4,M,K82,0,1,9518688
US,2023,10-14,F,K82,0,0,10220382
US,2023,10-14,M,K82,0,0,10723279
US,2023,15-19,F,K82,0,1,10848970
US,2023,15-19,M,K82,0,0,11379103
US,2023,20-24,F,K82,1,1,10793698
US,2023,20-24,M,K82,0,2,11249749
US,2023,25-29,F,K82,1,2,10974079
US,2023,25-29,M,K82,0,2,11304143
US,2023,30-34,F,K82,2,4,11761144
US,2023,30-34,M,K82,1,1,12009251
US,2023,35-39,F,K82,0,5,11232482
US,2023,35-39,M,K82,2,5,11465154
US,2023,40-44,F,K82,3,10,10948511
US,2023,40-44,M,K82,1,5,11066810
US,2023,45-49,F,K82,2,13,9974556
US,2023,45-49,M,K82,2,9,9932362
US,2023,5-9,F,K82,0,0,9912913
US,2023,5-9,M,K82,0,0,10371140
US,2023,50-54,F,K82,4,13,10407373
US,2023,50-54,M,K82,8,17,10331257
US,2023,55-59,F,K82,3,17,10466862
US,2023,55-59,M,K82,6,28,10188050
US,2023,60-64,F,K82,12,39,10932221
US,2023,60-64,M,K82,11,40,10353638
US,2023,65-69,F,K82,13,57,10042785
US,2023,65-69,M,K82,18,59,9138341
US,2023,70-74,F,K82,18,72,8331148
US,2023,70-74,M,K82,21,67,7204482
US,2023,75-79,F,K82,21,79,6221182
US,2023,75-79,M,K82,27,74,5158922
US,2023,80-84,F,K82,23,65,3983828
US,2023,80-84,M,K82,20,54,2991466
US,2023,85+,F,K82,66,150,3934293
US,2023,85+,M,K82,34,93,2320260
US,2024,0-4,F,K82,0,0,9098271
US,2024,0-4,M,K82,0,3,9501043
US,2024,10-14,F,K82,0,0,10200006
US,2024,10-14,M,K82,1,1,10701148
US,2024,15-19,F,K82,0,1,10914056
US,2024,15-19,M,K82,1,5,11461769
US,2024,20-24,F,K82,0,3,10970121
US,2024,20-24,M,K82,0,0,11451815
US,2024,25-29,F,K82,0,0,11069140
US,2024,25-29,M,K82,0,2,11390736
US,2024,30-34,F,K82,0,0,11866273
US,2024,30-34,M,K82,0,1,12127715
US,2024,35-39,F,K82,1,7,11467859
US,2024,35-39,M,K82,1,2,11702213
US,2024,40-44,F,K82,1,9,11115417
US,2024,40-44,M,K82,4,11,11253735
US,2024,45-49,F,K82,3,9,10164244
US,2024,45-49,M,K82,1,8,10129805
US,2024,5-9,F,K82,0,0,9878030
US,2024,5-9,M,K82,0,0,10319642
US,2024,50-54,F,K82,3,10,10293667
US,2024,50-54,M,K82,9,19,10192640
US,2024,55-59,F,K82,6,19,10307943
US,2024,55-59,M,K82,8,26,10051985
US,2024,60-64,F,K82,8,29,10938774
US,2024,60-64,M,K82,14,38,10363023
US,2024,65-69,F,K82,11,47,10191886
US,2024,65-69,M,K82,14,48,9297585
US,2024,70-74,F,K82,12,61,8553407
US,2024,70-74,M,K82,19,60,7402084
US,2024,75-79,F,K82,20,67,6557458
US,2024,75-79,M,K82,16,77,5435868
US,2024,80-84,F,K82,22,76,4165424
US,2024,80-84,M,K82,26,72,3141063
US,2024,85+,F,K82,43,126,4021130
US,2024,85+,M,K82,35,95,2414013
BR,2012,0-4,F,K83,6,15,7153216
BR,2012,0-4,M,K83,12,19,7492554
BR,2012,10-14,F,K83,2,5,8285050
BR,2012,10-14,M,K83,1,3,8541075
BR,2012,15-19,F,K83,2,5,8589660
BR,2012,15-19,M,K83,1,5,8639928
BR,2012,20-24,F,K83,3,7,8531695
BR,2012,20-24,M,K83,1,5,8441064
BR,2012,25-29,F,K83,2,12,8792496
BR,2012,25-29,M,K83,6,11,8575592
BR,2012,30-34,F,K83,9,21,8544808
BR,2012,30-34,M,K83,5,17,8199033
BR,2012,35-39,F,K83,13,35,7470921
BR,2012,35-39,M,K83,9,26,7099826
BR,2012,40-44,F,K83,19,44,6855954
BR,2012,40-44,M,K83,18,52,6421655
BR,2012,45-49,F,K83,27,91,6462955
BR,2012,45-49,M,K83,29,90,5948125
BR,2012,5-9,F,K83,0,0,7569606
BR,2012,5-9,M,K83,0,2,7921789
BR,2012,50-54,F,K83,36,122,5695367
BR,2012,50-54,M,K83,26,102,5184257
BR,2012,55-59,F,K83,39,155,4730221
BR,2012,55-59,M,K83,33,130,4250290
BR,2012,60-64,F,K83,45,161,3745698
BR,2012,60-64,M,K83,50,166,3312928
BR,2012,65-69,F,K83,64,209,2818255
BR,2012,65-69,M,K83,48,179,2425459
BR,2012,70-74,F,K83,62,226,2176358
BR,2012,70-74,M,K83,55,198,1760793
BR,2012,75-79,F,K83,91,257,1628848
BR,2012,75-79,M,K83,65,213,1200455
BR,2012,80-84,F,K83,87,277,1080514
BR,2012,80-84,M,K83,54,172,712708
BR,2012,85+,F,K83,104,296,895787
BR,2012,85+,M,K83,64,176,515680
BR,2013,0-4,F,K83,2,16,7121178
BR,2013,0-4,M,K83,8,20,7463884
BR,2013,10-14,F,K83,0,1,8138707
BR,2013,10-14,M,K83,0,1,8426065
BR,2013,15-19,F,K83,1,5,8561467
BR,2013,15-19,M,K83,4,9,8644694
BR,2013,20-24,F,K83,1,8,8488814
BR,2013,20-24,M,K83,1,6,8412732
BR,2013,25-29,F,K83,7,21,8724932
BR,2013,25-29,M,K83,4,12,8524675
BR,2013,30-34,F,K83,12,27,8648899
BR,2013,30-34,M,K83,9,23,8310811
BR,2013,35-39,F,K83,14,34,7660500
BR,2013,35-39,M,K83,6,22,7282908
BR,2013,40-44,F,K83,15,45,6928918
BR,2013,40-44,M,K83,16,48,6497525
BR,2013,45-49,F,K83,31,92,6540506
BR,2013,45-49,M,K83,20,64,6021673
BR,2013,5-9,F,K83,2,3,7454699
BR,2013,5-9,M,K83,1,2,7805624
BR,2013,50-54,F,K83,33,122,5850019
BR,2013,50-54,M,K83,23,79,5313955
BR,2013,55-59,F,K83,42,148,4896250
BR,2013,55-59,M,K83,37,141,4391704
BR,2013,60-64,F,K83,54,192,3903087
BR,2013,60-64,M,K83,58,200,3437752
BR,2013,65-69,F,K83,78,230,2951155
