country,representation,rate,rate_lower,rate_upper
US,ucd,0.822053065529841,0.812810574979637,0.831400652684593
US,any_common,1.7350632276458,1.7189334500622,1.75134436055086
US,alternative,1.71092161859698,1.6950655871258,1.72692597101569
BR,ucd,2.4440168875515,2.41800909638652,2.47030441513365
BR,any_common,4.21104496746231,4.17279742260606,4.24964308641535
BR,alternative,4.21104496746232,4.17279742260665,4.24964308641477
