country,ucd,any_common,observed_conditional_fraction,n_positive_trial_strata,interpretation
BR,76121,130198,0.584655678274628,463,observed-positive-trial descriptive sum(UCD)/sum(any_common); no prediction into zero-trial strata and not a standardized estimand
US,70668,141449,0.499600562746997,443,observed-positive-trial descriptive sum(UCD)/sum(any_common); no prediction into zero-trial strata and not a standardized estimand
