country,year,age_group,sex,ucd,any_common,sum_subcode_mentions,n_records,ucd_frozen,any_common_frozen,ucd_abs_diff,any_common_abs_diff,ucd_match,any_common_match
US,2013,5-9,M,0,0,0,1383,0,0,0,0,TRUE,TRUE
US,2013,50-54,F,39,135,149,43425,39,135,0,0,TRUE,TRUE
US,2013,50-54,M,58,165,180,67466,58,165,0,0,TRUE,TRUE
US,2013,55-59,F,71,169,180,58985,71,169,0,0,TRUE,TRUE
US,2013,55-59,M,94,253,275,93996,94,253,0,0,TRUE,TRUE
US,2013,60-64,F,96,248,268,72817,96,248,0,0,TRUE,TRUE
US,2013,60-64,M,129,316,342,112329,129,316,0,0,TRUE,TRUE
US,2013,65-69,F,138,309,326,90185,138,309,0,0,TRUE,TRUE
US,2013,65-69,M,223,446,485,124324,223,446,0,0,TRUE,TRUE
US,2013,70-74,F,200,410,439,106346,200,410,0,0,TRUE,TRUE
US,2013,70-74,M,225,458,486,133574,225,458,0,0,TRUE,TRUE
US,2013,75-79,F,254,485,521,131148,254,485,0,0,TRUE,TRUE
US,2013,75-79,M,279,546,588,146166,279,546,0,0,TRUE,TRUE
US,2013,80-84,F,373,669,727,178525,373,669,0,0,TRUE,TRUE
US,2013,80-84,M,367,656,721,169174,367,656,0,0,TRUE,TRUE
US,2013,85+,F,1146,1912,2152,520736,1146,1912,0,0,TRUE,TRUE
US,2013,85+,M,729,1212,1342,304462,729,1212,0,0,TRUE,TRUE
US,2014,0-4,F,2,9,9,11987,2,9,0,0,TRUE,TRUE
US,2014,0-4,M,4,17,17,15058,4,17,0,0,TRUE,TRUE
US,2014,10-14,F,0,0,0,1122,0,0,0,0,TRUE,TRUE
US,2014,10-14,M,2,2,3,1771,2,2,0,0,TRUE,TRUE
US,2014,15-19,F,3,6,7,2758,3,6,0,0,TRUE,TRUE
US,2014,15-19,M,1,3,3,6828,1,3,0,0,TRUE,TRUE
US,2014,20-24,F,1,4,4,4916,1,4,0,0,TRUE,TRUE
US,2014,20-24,M,6,8,10,14289,6,8,0,0,TRUE,TRUE
US,2014,25-29,F,5,12,14,6306,5,12,0,0,TRUE,TRUE
US,2014,25-29,M,6,15,15,15619,6,15,0,0,TRUE,TRUE
US,2014,30-34,F,5,17,17,8174,5,17,0,0,TRUE,TRUE
US,2014,30-34,M,9,25,25,17078,9,25,0,0,TRUE,TRUE
US,2014,35-39,F,13,33,34,10825,13,33,0,0,TRUE,TRUE
US,2014,35-39,M,14,39,42,18500,14,39,0,0,TRUE,TRUE
US,2014,40-44,F,23,40,44,16478,23,40,0,0,TRUE,TRUE
US,2014,40-44,M,18,45,47,25193,18,45,0,0,TRUE,TRUE
US,2014,45-49,F,28,74,82,25735,28,74,0,0,TRUE,TRUE
US,2014,45-49,M,39,107,115,39281,39,107,0,0,TRUE,TRUE
US,2014,5-9,F,0,1,1,1000,0,1,0,0,TRUE,TRUE
US,2014,5-9,M,0,0,0,1357,0,0,0,0,TRUE,TRUE
US,2014,50-54,F,56,133,146,43805,56,133,0,0,TRUE,TRUE
US,2014,50-54,M,67,173,188,67096,67,173,0,0,TRUE,TRUE
US,2014,55-59,F,83,200,207,61178,83,200,0,0,TRUE,TRUE
US,2014,55-59,M,103,263,283,95992,103,263,0,0,TRUE,TRUE
US,2014,60-64,F,104,256,272,75432,104,256,0,0,TRUE,TRUE
US,2014,60-64,M,155,362,378,116206,155,362,0,0,TRUE,TRUE
US,2014,65-69,F,164,352,376,93032,164,352,0,0,TRUE,TRUE
US,2014,65-69,M,208,466,494,129802,208,466,0,0,TRUE,TRUE
US,2014,70-74,F,183,395,425,109861,183,395,0,0,TRUE,TRUE
US,2014,70-74,M,278,509,552,138846,278,509,0,0,TRUE,TRUE
US,2014,75-79,F,257,485,522,132813,257,485,0,0,TRUE,TRUE
US,2014,75-79,M,288,582,631,149259,288,582,0,0,TRUE,TRUE
US,2014,80-84,F,407,663,708,175261,407,663,0,0,TRUE,TRUE
US,2014,80-84,M,364,668,744,167171,364,668,0,0,TRUE,TRUE
US,2014,85+,F,1164,1859,2066,517441,1164,1859,0,0,TRUE,TRUE
US,2014,85+,M,748,1185,1324,308785,748,1185,0,0,TRUE,TRUE
US,2015,0-4,F,1,9,9,12131,1,9,0,0,TRUE,TRUE
US,2015,0-4,M,0,16,16,15289,0,16,0,0,TRUE,TRUE
US,2015,10-14,F,1,2,2,1233,1,2,0,0,TRUE,TRUE
US,2015,10-14,M,0,0,0,1776,0,0,0,0,TRUE,TRUE
US,2015,15-19,F,2,3,3,2999,2,3,0,0,TRUE,TRUE
US,2015,15-19,M,0,0,0,7187,0,0,0,0,TRUE,TRUE
US,2015,20-24,F,2,7,8,5149,2,7,0,0,TRUE,TRUE
US,2015,20-24,M,5,8,8,15159,5,8,0,0,TRUE,TRUE
US,2015,25-29,F,8,15,18,6725,8,15,0,0,TRUE,TRUE
US,2015,25-29,M,6,20,21,17173,6,20,0,0,TRUE,TRUE
US,2015,30-34,F,5,16,16,9011,5,16,0,0,TRUE,TRUE
US,2015,30-34,M,13,25,26,18608,13,25,0,0,TRUE,TRUE
US,2015,35-39,F,17,33,37,11227,17,33,0,0,TRUE,TRUE
US,2015,35-39,M,16,31,32,20190,16,31,0,0,TRUE,TRUE
US,2015,40-44,F,16,48,48,16191,16,48,0,0,TRUE,TRUE
US,2015,40-44,M,19,44,46,25480,19,44,0,0,TRUE,TRUE
US,2015,45-49,F,25,71,75,25570,25,71,0,0,TRUE,TRUE
US,2015,45-49,M,29,87,97,38807,29,87,0,0,TRUE,TRUE
US,2015,5-9,F,0,2,2,1025,0,2,0,0,TRUE,TRUE
US,2015,5-9,M,0,0,0,1377,0,0,0,0,TRUE,TRUE
US,2015,50-54,F,75,148,160,43377,75,148,0,0,TRUE,TRUE
US,2015,50-54,M,73,181,190,66740,73,181,0,0,TRUE,TRUE
US,2015,55-59,F,67,197,207,62417,67,197,0,0,TRUE,TRUE
US,2015,55-59,M,114,291,311,97172,114,291,0,0,TRUE,TRUE
US,2015,60-64,F,116,279,298,77742,116,279,0,0,TRUE,TRUE
US,2015,60-64,M,146,362,383,120454,146,362,0,0,TRUE,TRUE
US,2015,65-69,F,173,371,391,97852,173,371,0,0,TRUE,TRUE
US,2015,65-69,M,225,490,525,137630,225,490,0,0,TRUE,TRUE
US,2015,70-74,F,201,410,441,114817,201,410,0,0,TRUE,TRUE
US,2015,70-74,M,283,561,604,144717,283,561,0,0,TRUE,TRUE
US,2015,75-79,F,298,535,585,136686,298,535,0,0,TRUE,TRUE
US,2015,75-79,M,360,657,720,153719,360,657,0,0,TRUE,TRUE
US,2015,80-84,F,382,673,728,177034,382,673,0,0,TRUE,TRUE
US,2015,80-84,M,374,655,702,170127,374,655,0,0,TRUE,TRUE
US,2015,85+,F,1274,1982,2202,537997,1274,1982,0,0,TRUE,TRUE
US,2015,85+,M,752,1256,1380,321704,752,1256,0,0,TRUE,TRUE
US,2016,0-4,F,3,13,13,12083,3,13,0,0,TRUE,TRUE
US,2016,0-4,M,1,12,12,15123,1,12,0,0,TRUE,TRUE
US,2016,10-14,F,1,2,2,1249,1,2,0,0,TRUE,TRUE
US,2016,10-14,M,1,2,2,1764,1,2,0,0,TRUE,TRUE
US,2016,15-19,F,0,1,1,3099,0,1,0,0,TRUE,TRUE
US,2016,15-19,M,2,3,3,7713,2,3,0,0,TRUE,TRUE
US,2016,20-24,F,7,8,8,5463,7,8,0,0,TRUE,TRUE
US,2016,20-24,M,5,8,9,16300,5,8,0,0,TRUE,TRUE
US,2016,25-29,F,6,15,16,7542,6,15,0,0,TRUE,TRUE
US,2016,25-29,M,11,19,19,19511,11,19,0,0,TRUE,TRUE
US,2016,30-34,F,8,18,18,9817,8,18,0,0,TRUE,TRUE
US,2016,30-34,M,14,30,31,20746,14,30,0,0,TRUE,TRUE
US,2016,35-39,F,18,35,38,12468,18,35,0,0,TRUE,TRUE
US,2016,35-39,M,18,41,42,22809,18,41,0,0,TRUE,TRUE
US,2016,40-44,F,26,50,52,16109,26,50,0,0,TRUE,TRUE
US,2016,40-44,M,17,43,43,26406,17,43,0,0,TRUE,TRUE
US,2016,45-49,F,31,90,92,25816,31,90,0,0,TRUE,TRUE
US,2016,45-49,M,47,115,121,39769,47,115,0,0,TRUE,TRUE
US,2016,5-9,F,0,0,0,1113,0,0,0,0,TRUE,TRUE
US,2016,5-9,M,0,1,1,1377,0,1,0,0,TRUE,TRUE
US,2016,50-54,F,48,142,147,42614,48,142,0,0,TRUE,TRUE
US,2016,50-54,M,68,166,174,65317,68,166,0,0,TRUE,TRUE
US,2016,55-59,F,71,211,221,63496,71,211,0,0,TRUE,TRUE
US,2016,55-59,M,94,260,272,98650,94,260,0,0,TRUE,TRUE
US,2016,60-64,F,119,295,314,80565,119,295,0,0,TRUE,TRUE
US,2016,60-64,M,154,404,429,123734,154,404,0,0,TRUE,TRUE
US,2016,65-69,F,157,378,402,102266,157,378,0,0,TRUE,TRUE
US,2016,65-69,M,254,593,633,144389,254,593,0,0,TRUE,TRUE
US,2016,70-74,F,196,451,489,117072,196,451,0,0,TRUE,TRUE
US,2016,70-74,M,278,581,617,148353,278,581,0,0,TRUE,TRUE
US,2016,75-79,F,304,551,598,138044,304,551,0,0,TRUE,TRUE
US,2016,75-79,M,303,619,663,156851,303,619,0,0,TRUE,TRUE
US,2016,80-84,F,385,658,724,174053,385,658,0,0,TRUE,TRUE
US,2016,80-84,M,402,732,806,167968,402,732,0,0,TRUE,TRUE
US,2016,85+,F,1330,2021,2262,531107,1330,2021,0,0,TRUE,TRUE
US,2016,85+,M,827,1329,1474,323355,827,1329,0,0,TRUE,TRUE
US,2017,0-4,F,3,19,19,11515,3,19,0,0,TRUE,TRUE
US,2017,0-4,M,3,10,10,14700,3,10,0,0,TRUE,TRUE
US,2017,10-14,F,1,2,2,1247,1,2,0,0,TRUE,TRUE
US,2017,10-14,M,0,0,0,1970,0,0,0,0,TRUE,TRUE
US,2017,15-19,F,1,3,3,3037,1,3,0,0,TRUE,TRUE
US,2017,15-19,M,2,4,4,7849,2,4,0,0,TRUE,TRUE
US,2017,20-24,F,7,11,14,5485,7,11,0,0,TRUE,TRUE
US,2017,20-24,M,2,7,9,15654,2,7,0,0,TRUE,TRUE
US,2017,25-29,F,6,12,12,7891,6,12,0,0,TRUE,TRUE
US,2017,25-29,M,4,13,13,20385,4,13,0,0,TRUE,TRUE
US,2017,30-34,F,7,26,27,10175,7,26,0,0,TRUE,TRUE
US,2017,30-34,M,12,29,30,21764,12,29,0,0,TRUE,TRUE
US,2017,35-39,F,13,32,35,12796,13,32,0,0,TRUE,TRUE
US,2017,35-39,M,10,37,39,24105,10,37,0,0,TRUE,TRUE
US,2017,40-44,F,15,43,44,16208,15,43,0,0,TRUE,TRUE
US,2017,40-44,M,19,55,56,26687,19,55,0,0,TRUE,TRUE
US,2017,45-49,F,28,67,70,25475,28,67,0,0,TRUE,TRUE
US,2017,45-49,M,33,98,102,40223,33,98,0,0,TRUE,TRUE
US,2017,5-9,F,0,2,2,1055,0,2,0,0,TRUE,TRUE
US,2017,5-9,M,0,0,0,1299,0,0,0,0,TRUE,TRUE
US,2017,50-54,F,53,162,170,40863,53,162,0,0,TRUE,TRUE
US,2017,50-54,M,73,185,195,63581,73,185,0,0,TRUE,TRUE
US,2017,55-59,F,75,196,205,63711,75,196,0,0,TRUE,TRUE
US,2017,55-59,M,132,310,326,98387,132,310,0,0,TRUE,TRUE
US,2017,60-64,F,131,328,351,82960,131,328,0,0,TRUE,TRUE
US,2017,60-64,M,147,390,407,126948,147,390,0,0,TRUE,TRUE
US,2017,65-69,F,189,427,448,102829,189,427,0,0,TRUE,TRUE
US,2017,65-69,M,232,535,576,145258,232,535,0,0,TRUE,TRUE
US,2017,70-74,F,242,491,532,124850,242,491,0,0,TRUE,TRUE
US,2017,70-74,M,283,636,677,158673,283,636,0,0,TRUE,TRUE
US,2017,75-79,F,301,573,617,143993,301,573,0,0,TRUE,TRUE
US,2017,75-79,M,369,685,740,163505,369,685,0,0,TRUE,TRUE
US,2017,80-84,F,368,668,724,177095,368,668,0,0,TRUE,TRUE
US,2017,80-84,M,407,735,799,173166,407,735,0,0,TRUE,TRUE
US,2017,85+,F,1222,1980,2215,543169,1222,1980,0,0,TRUE,TRUE
US,2017,85+,M,837,1355,1523,334866,837,1355,0,0,TRUE,TRUE
US,2018,0-4,F,0,4,4,10986,0,4,0,0,TRUE,TRUE
US,2018,0-4,M,2,17,17,14311,2,17,0,0,TRUE,TRUE
US,2018,10-14,F,0,3,3,1325,0,3,0,0,TRUE,TRUE
US,2018,10-14,M,2,2,2,1795,2,2,0,0,TRUE,TRUE
US,2018,15-19,F,2,4,5,3000,2,4,0,0,TRUE,TRUE
US,2018,15-19,M,2,3,3,7380,2,3,0,0,TRUE,TRUE
US,2018,20-24,F,5,10,13,5146,5,10,0,0,TRUE,TRUE
US,2018,20-24,M,2,5,6,14628,2,5,0,0,TRUE,TRUE
US,2018,25-29,F,3,8,8,7832,3,8,0,0,TRUE,TRUE
US,2018,25-29,M,3,12,13,19629,3,12,0,0,TRUE,TRUE
US,2018,30-34,F,7,22,22,10148,7,22,0,0,TRUE,TRUE
US,2018,30-34,M,8,20,22,21235,8,20,0,0,TRUE,TRUE
US,2018,35-39,F,11,41,43,13094,11,41,0,0,TRUE,TRUE
US,2018,35-39,M,10,41,42,24523,10,41,0,0,TRUE,TRUE
US,2018,40-44,F,20,59,65,15910,20,59,0,0,TRUE,TRUE
US,2018,40-44,M,19,61,65,26853,19,61,0,0,TRUE,TRUE
US,2018,45-49,F,29,75,80,24904,29,75,0,0,TRUE,TRUE
US,2018,45-49,M,33,92,95,39969,33,92,0,0,TRUE,TRUE
US,2018,5-9,F,0,0,0,1044,0,0,0,0,TRUE,TRUE
US,2018,5-9,M,0,0,0,1286,0,0,0,0,TRUE,TRUE
US,2018,50-54,F,50,137,147,38903,50,137,0,0,TRUE,TRUE
US,2018,50-54,M,60,186,200,61061,60,186,0,0,TRUE,TRUE
US,2018,55-59,F,88,238,257,62702,88,238,0,0,TRUE,TRUE
US,2018,55-59,M,119,309,329,98261,119,309,0,0,TRUE,TRUE
US,2018,60-64,F,119,315,325,83861,119,315,0,0,TRUE,TRUE
US,2018,60-64,M,149,417,439,130012,149,417,0,0,TRUE,TRUE
US,2018,65-69,F,191,447,479,102698,191,447,0,0,TRUE,TRUE
US,2018,65-69,M,226,531,565,148548,226,531,0,0,TRUE,TRUE
US,2018,70-74,F,254,548,585,128169,254,548,0,0,TRUE,TRUE
US,2018,70-74,M,318,666,700,164363,318,666,0,0,TRUE,TRUE
US,2018,75-79,F,270,564,602,149773,270,564,0,0,TRUE,TRUE
US,2018,75-79,M,346,690,739,171972,346,690,0,0,TRUE,TRUE
US,2018,80-84,F,401,705,767,178244,401,705,0,0,TRUE,TRUE
US,2018,80-84,M,424,781,850,175216,424,781,0,0,TRUE,TRUE
US,2018,85+,F,1284,2023,2248,542962,1284,2023,0,0,TRUE,TRUE
US,2018,85+,M,816,1297,1423,337318,816,1297,0,0,TRUE,TRUE
US,2019,0-4,F,1,6,6,10882,1,6,0,0,TRUE,TRUE
US,2019,0-4,M,0,8,8,13715,0,8,0,0,TRUE,TRUE
US,2019,10-14,F,2,3,3,1268,2,3,0,0,TRUE,TRUE
US,2019,10-14,M,0,0,0,1896,0,0,0,0,TRUE,TRUE
US,2019,15-19,F,0,1,1,2897,0,1,0,0,TRUE,TRUE
US,2019,15-19,M,0,3,3,7361,0,3,0,0,TRUE,TRUE
US,2019,20-24,F,2,7,7,5126,2,7,0,0,TRUE,TRUE
US,2019,20-24,M,4,5,5,14387,4,5,0,0,TRUE,TRUE
US,2019,25-29,F,4,11,11,7527,4,11,0,0,TRUE,TRUE
US,2019,25-29,M,5,17,21,19442,5,17,0,0,TRUE,TRUE
US,2019,30-34,F,3,16,17,10300,3,16,0,0,TRUE,TRUE
US,2019,30-34,M,11,28,30,21909,11,28,0,0,TRUE,TRUE
US,2019,35-39,F,11,43,46,13397,11,43,0,0,TRUE,TRUE
US,2019,35-39,M,20,49,53,25241,20,49,0,0,TRUE,TRUE
US,2019,40-44,F,20,58,65,16153,20,58,0,0,TRUE,TRUE
US,2019,40-44,M,25,59,63,28195,25,59,0,0,TRUE,TRUE
US,2019,45-49,F,32,91,98,24381,32,91,0,0,TRUE,TRUE
US,2019,45-49,M,35,102,112,39358,35,102,0,0,TRUE,TRUE
US,2019,5-9,F,1,1,1,1043,1,1,0,0,TRUE,TRUE
US,2019,5-9,M,0,1,1,1290,0,1,0,0,TRUE,TRUE
US,2019,50-54,F,49,133,146,37165,49,133,0,0,TRUE,TRUE
US,2019,50-54,M,53,159,165,59489,53,159,0,0,TRUE,TRUE
US,2019,55-59,F,107,251,268,61398,107,251,0,0,TRUE,TRUE
US,2019,55-59,M,97,287,306,97055,97,287,0,0,TRUE,TRUE
US,2019,60-64,F,136,323,340,85614,136,323,0,0,TRUE,TRUE
US,2019,60-64,M,181,455,479,130870,181,455,0,0,TRUE,TRUE
US,2019,65-69,F,167,389,410,103474,167,389,0,0,TRUE,TRUE
US,2019,65-69,M,243,611,646,150938,243,611,0,0,TRUE,TRUE
US,2019,70-74,F,251,548,596,131838,251,548,0,0,TRUE,TRUE
US,2019,70-74,M,318,684,742,169309,318,684,0,0,TRUE,TRUE
US,2019,75-79,F,309,633,674,152997,309,633,0,0,TRUE,TRUE
US,2019,75-79,M,362,765,820,176496,362,765,0,0,TRUE,TRUE
US,2019,80-84,F,398,724,795,179930,398,724,0,0,TRUE,TRUE
US,2019,80-84,M,435,783,854,178604,435,783,0,0,TRUE,TRUE
US,2019,85+,F,1233,2042,2279,535581,1233,2042,0,0,TRUE,TRUE
US,2019,85+,M,843,1346,1503,338165,843,1346,0,0,TRUE,TRUE
US,2020,0-4,F,3,7,7,10226,3,7,0,0,TRUE,TRUE
US,2020,0-4,M,0,9,9,12885,0,9,0,0,TRUE,TRUE
US,2020,10-14,F,1,4,4,1296,1,4,0,0,TRUE,TRUE
US,2020,10-14,M,1,4,4,2117,1,4,0,0,TRUE,TRUE
US,2020,15-19,F,2,2,2,3327,2,2,0,0,TRUE,TRUE
US,2020,15-19,M,0,4,4,8951,0,4,0,0,TRUE,TRUE
US,2020,20-24,F,2,3,3,6005,2,3,0,0,TRUE,TRUE
US,2020,20-24,M,3,4,4,17533,3,4,0,0,TRUE,TRUE
US,2020,25-29,F,6,15,16,9142,6,15,0,0,TRUE,TRUE
US,2020,25-29,M,6,24,24,23554,6,24,0,0,TRUE,TRUE
US,2020,30-34,F,15,28,30,12512,15,28,0,0,TRUE,TRUE
US,2020,30-34,M,11,29,29,28278,11,29,0,0,TRUE,TRUE
US,2020,35-39,F,22,42,44,16015,22,42,0,0,TRUE,TRUE
US,2020,35-39,M,14,50,52,32066,14,50,0,0,TRUE,TRUE
US,2020,40-44,F,26,56,60,19981,26,56,0,0,TRUE,TRUE
US,2020,40-44,M,22,88,91,36428,22,88,0,0,TRUE,TRUE
US,2020,45-49,F,35,103,106,28277,35,103,0,0,TRUE,TRUE
US,2020,45-49,M,33,109,117,48154,33,109,0,0,TRUE,TRUE
US,2020,5-9,F,0,1,1,965,0,1,0,0,TRUE,TRUE
US,2020,5-9,M,1,3,3,1245,1,3,0,0,TRUE,TRUE
US,2020,50-54,F,63,169,176,43021,63,169,0,0,TRUE,TRUE
US,2020,50-54,M,68,197,210,71690,68,197,0,0,TRUE,TRUE
US,2020,55-59,F,84,240,258,69568,84,240,0,0,TRUE,TRUE
US,2020,55-59,M,135,334,357,113660,135,334,0,0,TRUE,TRUE
US,2020,60-64,F,152,392,411,99854,152,392,0,0,TRUE,TRUE
US,2020,60-64,M,180,487,514,157467,180,487,0,0,TRUE,TRUE
US,2020,65-69,F,204,505,551,123652,204,505,0,0,TRUE,TRUE
US,2020,65-69,M,259,648,707,182736,259,648,0,0,TRUE,TRUE
US,2020,70-74,F,272,595,631,158856,272,595,0,0,TRUE,TRUE
US,2020,70-74,M,351,835,893,209263,351,835,0,0,TRUE,TRUE
US,2020,75-79,F,334,678,746,182440,334,678,0,0,TRUE,TRUE
US,2020,75-79,M,407,842,914,215751,407,842,0,0,TRUE,TRUE
US,2020,80-84,F,382,736,812,210786,382,736,0,0,TRUE,TRUE
US,2020,80-84,M,464,829,902,213107,464,829,0,0,TRUE,TRUE
US,2020,85+,F,1198,2050,2298,617885,1198,2050,0,0,TRUE,TRUE
US,2020,85+,M,838,1469,1616,394920,838,1469,0,0,TRUE,TRUE
US,2021,0-4,F,1,11,11,10722,1,11,0,0,TRUE,TRUE
US,2021,0-4,M,2,7,7,13014,2,7,0,0,TRUE,TRUE
US,2021,10-14,F,0,0,0,1450,0,0,0,0,TRUE,TRUE
US,2021,10-14,M,0,1,1,2119,0,1,0,0,TRUE,TRUE
US,2021,15-19,F,1,2,2,3703,1,2,0,0,TRUE,TRUE
US,2021,15-19,M,1,4,4,9704,1,4,0,0,TRUE,TRUE
US,2021,20-24,F,0,3,3,6693,0,3,0,0,TRUE,TRUE
US,2021,20-24,M,6,12,12,18207,6,12,0,0,TRUE,TRUE
US,2021,25-29,F,3,14,16,9802,3,14,0,0,TRUE,TRUE
US,2021,25-29,M,4,13,13,25393,4,13,0,0,TRUE,TRUE
US,2021,30-34,F,12,37,40,14562,12,37,0,0,TRUE,TRUE
US,2021,30-34,M,16,33,35,32517,16,33,0,0,TRUE,TRUE
US,2021,35-39,F,19,53,59,18923,19,53,0,0,TRUE,TRUE
US,2021,35-39,M,16,58,59,37480,16,58,0,0,TRUE,TRUE
US,2021,40-44,F,19,59,63,24427,19,59,0,0,TRUE,TRUE
US,2021,40-44,M,28,64,70,44109,28,64,0,0,TRUE,TRUE
US,2021,45-49,F,32,94,101,31921,32,94,0,0,TRUE,TRUE
US,2021,45-49,M,47,132,144,54223,47,132,0,0,TRUE,TRUE
US,2021,5-9,F,0,0,0,1031,0,0,0,0,TRUE,TRUE
US,2021,5-9,M,0,0,0,1375,0,0,0,0,TRUE,TRUE
US,2021,50-54,F,61,171,179,48342,61,171,0,0,TRUE,TRUE
US,2021,50-54,M,56,207,214,81551,56,207,0,0,TRUE,TRUE
US,2021,55-59,F,92,261,275,75317,92,261,0,0,TRUE,TRUE
US,2021,55-59,M,106,366,387,122291,106,366,0,0,TRUE,TRUE
US,2021,60-64,F,140,419,445,109893,140,419,0,0,TRUE,TRUE
US,2021,60-64,M,214,552,582,170670,214,552,0,0,TRUE,TRUE
US,2021,65-69,F,254,607,654,134816,254,607,0,0,TRUE,TRUE
US,2021,65-69,M,296,730,788,196168,296,730,0,0,TRUE,TRUE
US,2021,70-74,F,347,749,817,170509,347,749,0,0,TRUE,TRUE
US,2021,70-74,M,461,970,1043,222773,461,970,0,0,TRUE,TRUE
US,2021,75-79,F,373,786,854,188622,373,786,0,0,TRUE,TRUE
US,2021,75-79,M,492,966,1047,220245,492,966,0,0,TRUE,TRUE
US,2021,80-84,F,438,815,900,208642,438,815,0,0,TRUE,TRUE
US,2021,80-84,M,464,889,974,212144,464,889,0,0,TRUE,TRUE
US,2021,85+,F,1259,2088,2337,566725,1259,2088,0,0,TRUE,TRUE
US,2021,85+,M,958,1591,1769,374055,958,1591,0,0,TRUE,TRUE
US,2022,0-4,F,1,15,15,10985,1,15,0,0,TRUE,TRUE
US,2022,0-4,M,3,15,16,13724,3,15,0,0,TRUE,TRUE
US,2022,10-14,F,0,0,0,1508,0,0,0,0,TRUE,TRUE
US,2022,10-14,M,1,2,2,2164,1,2,0,0,TRUE,TRUE
US,2022,15-19,F,1,3,3,3565,1,3,0,0,TRUE,TRUE
US,2022,15-19,M,5,6,6,9180,5,6,0,0,TRUE,TRUE
US,2022,20-24,F,7,15,17,6030,7,15,0,0,TRUE,TRUE
US,2022,20-24,M,9,12,14,16457,9,12,0,0,TRUE,TRUE
US,2022,25-29,F,6,16,16,8818,6,16,0,0,TRUE,TRUE
US,2022,25-29,M,7,22,23,22477,7,22,0,0,TRUE,TRUE
US,2022,30-34,F,14,36,38,13040,14,36,0,0,TRUE,TRUE
US,2022,30-34,M,13,38,39,30034,13,38,0,0,TRUE,TRUE
US,2022,35-39,F,14,54,55,16595,14,54,0,0,TRUE,TRUE
US,2022,35-39,M,17,60,64,33877,17,60,0,0,TRUE,TRUE
US,2022,40-44,F,23,84,88,21524,23,84,0,0,TRUE,TRUE
US,2022,40-44,M,22,87,89,39609,22,87,0,0,TRUE,TRUE
US,2022,45-49,F,25,98,104,27018,25,98,0,0,TRUE,TRUE
US,2022,45-49,M,56,138,144,46125,56,138,0,0,TRUE,TRUE
US,2022,5-9,F,0,0,0,1144,0,0,0,0,TRUE,TRUE
US,2022,5-9,M,0,0,0,1423,0,0,0,0,TRUE,TRUE
US,2022,50-54,F,59,189,200,41419,59,189,0,0,TRUE,TRUE
US,2022,50-54,M,72,228,240,68722,72,228,0,0,TRUE,TRUE
US,2022,55-59,F,93,292,313,64801,93,292,0,0,TRUE,TRUE
US,2022,55-59,M,133,400,427,103522,133,400,0,0,TRUE,TRUE
US,2022,60-64,F,173,446,467,98462,173,446,0,0,TRUE,TRUE
US,2022,60-64,M,177,551,581,150756,177,551,0,0,TRUE,TRUE
US,2022,65-69,F,238,606,642,125440,238,606,0,0,TRUE,TRUE
US,2022,65-69,M,292,719,774,180725,292,719,0,0,TRUE,TRUE
US,2022,70-74,F,334,760,814,158156,334,760,0,0,TRUE,TRUE
US,2022,70-74,M,428,956,1034,204260,428,956,0,0,TRUE,TRUE
US,2022,75-79,F,417,846,915,189383,417,846,0,0,TRUE,TRUE
US,2022,75-79,M,515,1064,1146,218209,515,1064,0,0,TRUE,TRUE
US,2022,80-84,F,457,870,947,208013,457,870,0,0,TRUE,TRUE
US,2022,80-84,M,499,929,1023,209298,499,929,0,0,TRUE,TRUE
US,2022,85+,F,1237,2072,2316,564690,1237,2072,0,0,TRUE,TRUE
US,2022,85+,M,874,1580,1724,368601,874,1580,0,0,TRUE,TRUE
US,2023,0-4,F,1,6,6,10768,1,6,0,0,TRUE,TRUE
US,2023,0-4,M,2,19,19,13436,2,19,0,0,TRUE,TRUE
US,2023,10-14,F,0,1,1,1380,0,1,0,0,TRUE,TRUE
US,2023,10-14,M,0,0,0,2123,0,0,0,0,TRUE,TRUE
US,2023,15-19,F,0,1,1,3507,0,1,0,0,TRUE,TRUE
US,2023,15-19,M,1,1,1,9270,1,1,0,0,TRUE,TRUE
US,2023,20-24,F,4,10,10,5536,4,10,0,0,TRUE,TRUE
US,2023,20-24,M,1,6,7,15398,1,6,0,0,TRUE,TRUE
US,2023,25-29,F,8,19,19,7614,8,19,0,0,TRUE,TRUE
US,2023,25-29,M,4,17,19,20161,4,17,0,0,TRUE,TRUE
US,2023,30-34,F,9,30,31,12002,9,30,0,0,TRUE,TRUE
US,2023,30-34,M,17,41,43,27672,17,41,0,0,TRUE,TRUE
US,2023,35-39,F,11,42,44,15171,11,42,0,0,TRUE,TRUE
US,2023,35-39,M,15,53,57,31812,15,53,0,0,TRUE,TRUE
US,2023,40-44,F,17,73,75,20351,17,73,0,0,TRUE,TRUE
US,2023,40-44,M,19,59,64,38002,19,59,0,0,TRUE,TRUE
US,2023,45-49,F,36,112,118,24476,36,112,0,0,TRUE,TRUE
US,2023,45-49,M,26,114,120,42795,26,114,0,0,TRUE,TRUE
US,2023,5-9,F,1,2,2,1107,1,2,0,0,TRUE,TRUE
US,2023,5-9,M,0,0,0,1395,0,0,0,0,TRUE,TRUE
US,2023,50-54,F,58,164,169,37417,58,164,0,0,TRUE,TRUE
US,2023,50-54,M,61,194,212,62085,61,194,0,0,TRUE,TRUE
US,2023,55-59,F,90,264,277,56770,90,264,0,0,TRUE,TRUE
